Siruta,Localitate,Judet,Categorie
78472,Albeni,gj,Barbati_45-64
78542,Alimpesti,gj,Barbati_45-64
78604,Aninoasa,gj,Barbati_45-64
78668,Arcani,gj,Barbati_45-64
78711,Baia De Fier,gj,Barbati_45-64
78748,Balanesti,gj,Barbati_45-64
78828,Barbatesti,gj,Barbati_45-64
78873,Bengesti-Ciocadia,gj,Barbati_45-64
78926,Berlesti,gj,Barbati_45-64
79004,Balteni,gj,Barbati_45-64
79077,Bolbosi,gj,Barbati_45-64
79157,Borascu,gj,Barbati_45-64
79237,Branesti,gj,Barbati_45-64
79308,Oras Bumbesti-Jiu,gj,Barbati_45-64
79362,Bumbesti-Pitic,gj,Barbati_45-64
79406,Bustuchin,gj,Barbati_45-64
79497,Capreni,gj,Barbati_45-64
79585,Catunele,gj,Barbati_45-64
79656,Ciuperceni,gj,Barbati_45-64
79736,Calnic,gj,Barbati_45-64
79834,Crasna,gj,Barbati_45-64
79932,Cruset,gj,Barbati_45-64
80043,Danciulesti,gj,Barbati_45-64
80123,Danesti,gj,Barbati_45-64
80249,Dragotesti,gj,Barbati_45-64
80285,Farcasesti,gj,Barbati_45-64
80365,Glogova,gj,Barbati_45-64
80427,Godinesti,gj,Barbati_45-64
80506,Hurezani,gj,Barbati_45-64
80560,Ionesti,gj,Barbati_45-64
80613,Jupanesti,gj,Barbati_45-64
80677,Lelesti,gj,Barbati_45-64
80711,Licurici,gj,Barbati_45-64
80766,Logresti,gj,Barbati_45-64
80846,Matasari,gj,Barbati_45-64
80908,Musetesti,gj,Barbati_45-64
80980,Negomir,gj,Barbati_45-64
81095,Pades,gj,Barbati_45-64
81184,Pestisani,gj,Barbati_45-64
81264,Plopsoru,gj,Barbati_45-64
81380,Polovragi,gj,Barbati_45-64
81415,Prigoria,gj,Barbati_45-64
81497,Rosia De Amaradia,gj,Barbati_45-64
81576,Runcu,gj,Barbati_45-64
81656,Samarinesti,gj,Barbati_45-64
81754,Sacelu,gj,Barbati_45-64
81816,Saulesti,gj,Barbati_45-64
81861,Scoarta,gj,Barbati_45-64
81987,Schela,gj,Barbati_45-64
82047,Slivilesti,gj,Barbati_45-64
82136,Stanesti,gj,Barbati_45-64
82243,Stejari,gj,Barbati_45-64
82314,Stoina,gj,Barbati_45-64
82396,Telesti,gj,Barbati_45-64
82430,Oras Tismana,gj,Barbati_45-64
82555,Turburea,gj,Barbati_45-64
82617,Oras Turceni,gj,Barbati_45-64
82680,Tantareni,gj,Barbati_45-64
82733,Urdari,gj,Barbati_45-64
82779,Vagiulesti,gj,Barbati_45-64
82831,Vladimir,gj,Barbati_45-64
82895,Oras Rovinari,gj,Barbati_45-64
83133,Municipiul Odorheiu Secuiesc,hr,Femei_45-64
83151,Bradesti,hr,Barbati_45-64
83197,Feliceni,hr,Barbati_45-64
83320,Municipiul Miercurea Ciuc,hr,Femei_45-64
83375,Pauleni-Ciuc,hr,Femei_45-64
83428,Oras Baile Tusnad,hr,Femei_45-64
83464,Oras Balan,hr,Femei_45-64
83491,Oras Borsec,hr,Barbati_45-64
83525,Oras Cristuru Secuiesc,hr,Femei_45-64
83561,Municipiul Gheorgheni,hr,Femei_45-64
83632,Municipiul Toplita,hr,Barbati_45-64
83749,Oras Vlahita,hr,Barbati_45-64
83785,Atid,hr,Femei_45-64
83847,Avramesti,hr,Barbati_45-64
83936,Bilbor,hr,Femei_45-64
83963,Capalnita,hr,Barbati_45-64
83981,Ciucsangeorgiu,hr,Femei_45-64
84086,Ciumani,hr,Barbati_45-64
84102,Carta,hr,Femei_45-64
84148,Corbu,hr,Barbati_45-64
84175,Corund,hr,Barbati_45-64
84237,Danesti,hr,Femei_45-64
84264,Dealu,hr,Femei_45-64
84344,Ditrau,hr,Femei_45-64
84380,Darjiu,hr,Femei_45-64
84415,Frumoasa,hr,Femei_45-64
84460,Galautas,hr,Femei_45-64
84558,Joseni,hr,Femei_45-64
84594,Lazarea,hr,Barbati_45-64
84629,Lueta,hr,Barbati_45-64
84656,Lunca De Jos,hr,Femei_45-64
84754,Lunca De Sus,hr,Barbati_45-64
84825,Lupeni,hr,Barbati_45-64
84923,Martinis,hr,Barbati_45-64
85056,Meresti,hr,Femei_65_
85074,Mihaileni,hr,Femei_45-64
85127,Mugeni,hr,Barbati_45-64
85243,Ocland,hr,Barbati_45-64
85289,Plaiesii De Jos,hr,Femei_45-64
85341,Praid,hr,Barbati_45-64
85412,Remetea,hr,Femei_45-64
85467,Sacel,hr,Barbati_45-64
85528,Sarmas,hr,Barbati_45-64
85582,Secuieni,hr,Barbati_45-64
85626,Siculeni,hr,Femei_45-64
85680,Sancraieni,hr,Femei_45-64
85760,Sandominic,hr,Femei_45-64
85788,Sanmartin,hr,Femei_45-64
85840,Sansimion,hr,Femei_45-64
85877,Subcetate,hr,Barbati_45-64
85920,Suseni,hr,Barbati_45-64
85984,Simonesti,hr,Barbati_45-64
86133,Tulghes,hr,Barbati_45-64
86188,Tusnad,hr,Femei_45-64
86222,Ulies,hr,Barbati_45-64
86311,Varsag,hr,Barbati_45-64
86339,Voslabeni,hr,Barbati_45-64
86366,Zetea,hr,Barbati_45-64
86438,Madaras,hr,Femei_65_
86446,Cozmeni,hr,Femei_45-64
86453,Tomesti,hr,Barbati_45-64
86461,Ciceu,hr,Barbati_45-64
86479,Leliceni,hr,Barbati_45-64
86487,Porumbeni,hr,Femei_45-64
86495,Racu,hr,Femei_45-64
86501,Satu Mare,hr,Femei_45-64
86519,Santimbru,hr,Femei_45-64
86687,Municipiul Deva,hd,Femei_45-64
86749,Carjiti,hd,Barbati_45-64
86810,Municipiul Hunedoara,hd,Barbati_45-64
86883,Ghelari,hd,Barbati_45-64
86936,Teliucu Inferior,hd,Barbati_45-64
86990,Municipiul Petrosani,hd,Barbati_45-64
87059,Municipiul Lupeni,hd,Barbati_45-64
87077,Oras Petrila,hd,Barbati_45-64
87139,Oras Uricani,hd,Barbati_45-64
87175,Municipiul Vulcan,hd,Barbati_45-64
87219,Oras Aninoasa,hd,Barbati_45-64
87246,Banita,hd,Barbati_45-64
87291,Municipiul Brad,hd,Barbati_45-64
87362,Criscior,hd,Barbati_45-64
87424,Oras Calan,hd,Barbati_45-64
87576,Oras Hateg,hd,Femei_45-64
87638,Municipiul Orastie,hd,Femei_45-64
87665,Oras Simeria,hd,Barbati_45-64
87745,Baia De Cris,hd,Barbati_45-64
87843,Balsa,hd,Barbati_45-64
87996,Baru,hd,Barbati_45-64
88047,Bacia,hd,Barbati_45-64
88092,Baita,hd,Barbati_45-64
88216,Batrana,hd,Barbati_65_
88261,Beriu,hd,Barbati_45-64
88350,Blajeni,hd,Barbati_45-64
88449,Bosorod,hd,Barbati_45-64
88546,Branisca,hd,Barbati_45-64
88644,Bretea Romana,hd,Barbati_45-64
88788,Buces,hd,Barbati_45-64
88868,Bucuresci,hd,Femei_45-64
88920,Bulzestii De Sus,hd,Barbati_45-64
89026,Bunila,hd,Barbati_45-64
89080,Burjuc,hd,Barbati_45-64
89151,Cerbal,hd,Barbati_45-64
89240,Certeju De Sus,hd,Barbati_45-64
89348,Densus,hd,Barbati_45-64
89428,Dobra,hd,Barbati_45-64
89561,Oras Geoagiu,hd,Barbati_45-64
89687,Gurasada,hd,Barbati_45-64
89801,Harau,hd,Barbati_45-64
89856,Ilia,hd,Barbati_45-64
89954,Lapugiu De Jos,hd,Barbati_45-64
90066,Lelese,hd,Barbati_45-64
90119,Lunca Cernii De Jos,hd,Barbati_45-64
90208,Luncoiu De Jos,hd,Barbati_45-64
90262,Martinesti,hd,Barbati_45-64
90342,Orastioara De Sus,hd,Barbati_45-64
90431,Pestisu Mic,hd,Femei_45-64
90538,Pui,hd,Barbati_45-64
90663,Rapoltu Mare,hd,Barbati_45-64
90725,Rachitova,hd,Barbati_45-64
90805,Ribita,hd,Barbati_45-64
90878,Rau De Mori,hd,Barbati_45-64
90994,Romos,hd,Barbati_45-64
91054,Sarmizegetusa,hd,Barbati_45-64
91116,Salasu De Sus,hd,Barbati_45-64
91232,Santamaria-Orlea,hd,Barbati_45-64
91330,Soimus,hd,Barbati_45-64
91447,Tomesti,hd,Barbati_45-64
91535,Toplita,hd,Barbati_45-64
91624,Totesti,hd,Femei_45-64
91688,Turdas,hd,Barbati_45-64
91731,General Berthelot,hd,Femei_45-64
91795,Vata De Jos,hd,Barbati_45-64
91937,Valisoara,hd,Barbati_45-64
91982,Vetel,hd,Barbati_45-64
92097,Vorta,hd,Femei_45-64
92177,Zam,hd,Barbati_45-64
92569,Municipiul Calarasi,cl,Femei_45-64
92587,Modelu,cl,Barbati_45-64
92658,Municipiul Slobozia,il,Femei_45-64
92701,Municipiul Fetesti,il,Barbati_45-64
92765,Oras Tandarei,il,Barbati_45-64
92783,Albesti,il,Barbati_45-64
92836,Oras Amara,il,Barbati_45-64
92872,Andrasesti,il,Barbati_45-64
92907,Balaciu,il,Barbati_45-64
92961,Borcea,cl,Barbati_45-64
92989,Bordusani,il,Barbati_45-64
93021,Bucu,il,Barbati_45-64
93067,Oras Cazanesti,il,Barbati_45-64
93085,Ciocanesti,cl,Barbati_45-64
93101,Ciochina,il,Barbati_45-64
93156,Ciulnita,il,Barbati_45-64
93209,Cocora,il,Barbati_45-64
93236,Cosambesti,il,Barbati_45-64
93281,Cuza Voda,cl,Barbati_45-64
93325,Dichiseni,cl,Barbati_45-64
93370,Dor Marunt,cl,Barbati_45-64
93441,Dorobantu,cl,Barbati_45-64
93487,Dragalina,cl,Barbati_45-64
93539,Dragos Voda,cl,Barbati_45-64
93575,Facaeni,il,Barbati_45-64
93600,Gheorghe Doja,il,Barbati_45-64
93628,Gheorghe Lazar,il,Barbati_45-64
93646,Giurgeni,il,Barbati_45-64
93664,Gradistea,cl,Barbati_45-64
93717,Grindu,il,Barbati_45-64
93735,Grivita,il,Barbati_45-64
93771,Independenta,cl,Barbati_45-64
93815,Jegalia,cl,Barbati_45-64
93851,Lehliu,cl,Barbati_45-64
93888,Oras Lehliu Gara,cl,Barbati_45-64
93931,Lupsanu,cl,Barbati_45-64
93995,Mihail Kogalniceanu,il,Barbati_45-64
94045,Milosesti,il,Barbati_45-64
94081,Movila,il,Barbati_45-64
94107,Munteni-Buzau,il,Barbati_45-64
94125,Alexandru Odobescu,cl,Barbati_45-64
94161,Perieti,il,Barbati_45-64
94223,Perisoru,cl,Barbati_45-64
94269,Reviga,il,Barbati_45-64
94312,Roseti,cl,Barbati_45-64
94330,Salcioara,il,Barbati_45-64
94376,Saveni,il,Barbati_45-64
94429,Scanteia,il,Barbati_45-64
94456,Sfantu Gheorghe,il,Barbati_45-64
94492,Stelnica,il,Barbati_45-64
94535,Suditi,il,Barbati_45-64
94562,Stefan Cel Mare,cl,Barbati_45-64
94580,Stefan Voda,cl,Barbati_45-64
94606,Ulmu,cl,Femei_65_
94651,Unirea,cl,Barbati_45-64
94688,Valea Ciorii,il,Barbati_45-64
94731,Valcelele,cl,Barbati_45-64
94768,Vlad Tepes,cl,Barbati_45-64
94795,Vladeni,il,Barbati_45-64
95060,Municipiul Iasi,is,Femei_45-64
95088,Barnova,is,Barbati_45-64
95159,Holboca,is,Barbati_45-64
95239,Rediu,is,Barbati_45-64
95293,Tomesti,is,Barbati_45-64
95355,Oras Harlau,is,Barbati_45-64
95391,Municipiul Pascani,is,Barbati_45-64
95471,Oras Targu Frumos,is,Barbati_45-64
95499,Ion Neculce,is,Barbati_45-64
95612,Alexandru I. Cuza,is,Barbati_45-64
95667,Andrieseni,is,Barbati_45-64
95747,Aroneanu,is,Barbati_45-64
95792,Baltati,is,Barbati_45-64
95872,Belcesti,is,Barbati_45-64
95943,Bivolari,is,Barbati_45-64
96003,Ungheni,is,Barbati_45-64
96058,Braesti,is,Barbati_45-64
96110,Butea,is,Barbati_45-64
96147,Ceplenita,is,Barbati_45-64
96192,Ciortesti,is,Barbati_45-64
96254,Ciurea,is,Barbati_45-64
96334,Coarnele Caprei,is,Barbati_45-64
96370,Comarna,is,Barbati_45-64
96423,Costuleni,is,Barbati_45-64
96478,Cotnari,is,Barbati_45-64
96593,Cozmesti,is,Barbati_45-64
96637,Cristesti,is,Barbati_45-64
96664,Cucuteni,is,Barbati_45-64
96717,Dagata,is,Barbati_45-64
96815,Deleni,is,Femei_45-64
96888,Dobrovat,is,Barbati_45-64
96904,Dolhesti,is,Barbati_45-64
96940,Dumesti,is,Barbati_45-64
97009,Erbiceni,is,Barbati_45-64
97063,Focuri,is,Barbati_45-64
97090,Golaiesti,is,Barbati_45-64
97189,Gorban,is,Barbati_45-64
97241,Grajduri,is,Barbati_45-64
97321,Gropnita,is,Barbati_45-64
97394,Grozesti,is,Barbati_45-64
97438,Halaucesti,is,Barbati_45-64
97465,Helesteni,is,Barbati_45-64
97517,Horlesti,is,Barbati_45-64
97553,Ipatele,is,Barbati_45-64
97606,Lespezi,is,Barbati_45-64
97679,Letcani,is,Barbati_45-64
97722,Lungani,is,Barbati_45-64
97777,Madarjac,is,Barbati_45-64
97811,Mircesti,is,Barbati_45-64
97875,Mironeasa,is,Barbati_45-64
97919,Miroslava,is,Barbati_45-64
98051,Miroslovesti,is,Barbati_45-64
98113,Mogosesti,is,Barbati_45-64
98168,Mogosesti-Siret,is,Barbati_45-64
98202,Mosna,is,Barbati_45-64
98220,Motca,is,Barbati_45-64
98257,Movileni,is,Barbati_45-64
98300,Oteleni,is,Barbati_45-64
98337,Plugari,is,Barbati_45-64
98373,Oras Podu Iloaiei,is,Barbati_45-64
98435,Popesti,is,Barbati_45-64
98505,Popricani,is,Barbati_45-64
98603,Prisacani,is,Barbati_45-64
98649,Probota,is,Barbati_45-64
98685,Raducaneni,is,Barbati_45-64
98738,Romanesti,is,Barbati_45-64
98774,Ruginoasa,is,Barbati_45-64
98827,Schitu Duca,is,Barbati_45-64
98916,Scanteia,is,Barbati_45-64
98998,Scobinti,is,Barbati_45-64
99058,Sinesti,is,Barbati_45-64
99101,Siretel,is,Barbati_45-64
99165,Stolniceni-Prajescu,is,Barbati_45-64
99209,Strunga,is,Barbati_45-64
99290,Scheia,is,Barbati_45-64
99370,Sipote,is,Barbati_45-64
99441,Tansa,is,Barbati_45-64
99478,Tatarusi,is,Barbati_45-64
99539,Todiresti,is,Barbati_45-64
99600,Trifesti,is,Barbati_45-64
99673,Tibana,is,Barbati_45-64
99780,Tibanesti,is,Barbati_45-64
99879,Tiganasi,is,Barbati_45-64
99922,Tutora,is,Barbati_45-64
99968,Valea Seaca,is,Barbati_45-64
100004,Victoria,is,Barbati_45-64
100086,Vanatori,is,Barbati_45-64
100148,Vladeni,is,Barbati_45-64
100219,Voinesti,is,Barbati_45-64
100273,Bals,is,Barbati_45-64
100282,Costesti,is,Barbati_45-64
100308,Draguseni,is,Barbati_45-64
100317,Fantanele,is,Barbati_45-64
100326,Harmanesti,is,Barbati_45-64
100335,Rachiteni,is,Barbati_45-64
100344,Roscani,is,Barbati_45-64
100353,Valea Lupului,is,Barbati_35-44
100362,Ciohorani,is,Barbati_45-64
100521,Municipiul Giurgiu,gr,Barbati_45-64
100549,Slobozia,gr,Barbati_45-64
100576,Oras Buftea,if,Femei_45-64
100610,Municipiul Oltenita,cl,Barbati_45-64
100638,Mitreni,cl,Barbati_45-64
100683,Municipiul Urziceni,il,Barbati_45-64
100709,Ciocarlia,il,Barbati_45-64
100736,Manasia,il,Barbati_45-64
100754,Adancata,il,Barbati_45-64
100781,Adunatii-Copaceni,gr,Barbati_45-64
100834,Afumati,if,Barbati_45-64
100852,Alexeni,il,Barbati_45-64
100870,Armasesti,il,Barbati_45-64
100923,Axintele,il,Barbati_45-64
100969,Balotesti,if,Barbati_45-64
101001,Baneasa,gr,Barbati_45-64
101056,Barcanesti,il,Barbati_45-64
101083,Belciugatele,cl,Barbati_45-64
101145,Berceni,if,Barbati_45-64
101163,Bolintin-Deal,gr,Barbati_45-64
101190,Oras Bolintin-Vale,gr,Barbati_45-64
101243,Brazii,il,Barbati_45-64
101298,Branesti,if,Barbati_45-64
101341,Brezoaele,db,Barbati_45-64
101378,Bucsani,gr,Barbati_45-64
101458,Oras Budesti,cl,Barbati_45-64
101519,Bulbucata,gr,Barbati_45-64
101564,Butimanu,db,Barbati_45-64
101617,Buturugeni,gr,Barbati_45-64
101662,Calugareni,gr,Barbati_45-64
101724,Cascioarele,cl,Barbati_45-64
101742,Cernica,if,Barbati_45-64
101804,Chirnogi,cl,Barbati_45-64
101822,Chiselet,cl,Barbati_45-64
101840,Ciocanesti,db,Barbati_45-64
101902,Ciolpani,if,Barbati_45-64
101957,Ciorogarla,if,Barbati_45-64
101984,Clejani,gr,Barbati_45-64
102035,Clinceni,if,Barbati_45-64
102071,Colibasi,gr,Barbati_45-64
102106,Comana,gr,Barbati_45-64
102160,Corbeanca,if,Barbati_45-64
102213,Cornetu,if,Barbati_45-64
102240,Cosereni,il,Barbati_45-64
102286,Crevedia,db,Barbati_45-64
102348,Crevedia Mare,gr,Barbati_45-64
102419,Curcani,cl,Barbati_45-64
102446,Daia,gr,Barbati_45-64
102473,Dascalu,if,Barbati_45-64
102525,Darasti-Ilfov,if,Barbati_45-64
102543,1 Decembrie,if,Barbati_45-64
102570,Domnesti,if,Barbati_45-64
102605,Dragomiresti-Vale,if,Barbati_45-64
102641,Dragoesti,il,Barbati_45-64
102703,Dridu,il,Barbati_45-64
102749,Oras Fierbinti-Targ,il,Barbati_45-64
102794,Floresti-Stoenesti,gr,Barbati_45-64
102838,Frasinet,cl,Barbati_45-64
102909,Fratesti,gr,Barbati_45-64
102945,Frumusani,cl,Barbati_45-64
103014,Fundeni,cl,Barbati_45-64
103032,Oras Fundulea,cl,Barbati_45-64
103087,Gaiseni,gr,Barbati_45-64
103130,Ganeasa,if,Barbati_45-64
103194,Gaujani,gr,Barbati_45-64
103238,Ghimpati,gr,Femei_65_
103283,Garbovi,il,Barbati_45-64
103309,Gogosari,gr,Barbati_45-64
103354,Gostinu,gr,Femei_65_
103372,Gostinari,gr,Barbati_45-64
103407,Gradinari,gr,Barbati_45-64
103443,Gradistea,if,Barbati_45-64
103470,Greaca,gr,Barbati_45-64
103513,Gruiu,if,Barbati_45-64
103568,Gurbanesti,cl,Barbati_45-64
103639,Hotarele,gr,Barbati_45-64
103693,Iepuresti,gr,Barbati_45-64
103764,Ileana,cl,Barbati_45-64
103862,Ion Roata,il,Barbati_45-64
103899,Izvoarele,gr,Barbati_45-64
103960,Jilavele,il,Barbati_45-64
103997,Joita,gr,Barbati_45-64
104047,Letca Noua,gr,Barbati_45-64
104083,Luica,cl,Barbati_45-64
104118,Mihai Bravu,gr,Femei_45-64
104136,Oras Mihailesti,gr,Barbati_45-64
104181,Manastirea,cl,Barbati_45-64
104225,Marsa,gr,Barbati_45-64
104243,Moara Vlasiei,if,Barbati_45-64
104270,Movilita,il,Barbati_45-64
104323,Nana,cl,Barbati_45-64
104341,Nicolae Balcescu,cl,Barbati_45-64
104387,Niculesti,db,Barbati_45-64
104421,Nuci,if,Barbati_45-64
104485,Ogrezeni,gr,Barbati_45-64
104519,Oinacu,gr,Barbati_45-64
104546,Peris,if,Barbati_45-64
104582,Petrachioaia,if,Barbati_45-64
104635,Plataresti,cl,Barbati_45-64
104680,Prundu,gr,Barbati_45-64
104715,Putineiu,gr,Femei_45-64
104751,Radovanu,cl,Barbati_45-64
104788,Rasuceni,gr,Femei_65_
104831,Roata De Jos,gr,Barbati_45-64
104886,Sarulesti,cl,Barbati_45-64
104975,Schitu,gr,Barbati_45-64
105026,Sinesti,il,Barbati_45-64
105106,Singureni,gr,Barbati_45-64
105142,Slobozia Moara,db,Barbati_45-64
105160,Snagov,if,Barbati_45-64
105222,Sohatu,cl,Barbati_45-64
105259,Spantov,cl,Barbati_45-64
105295,Stanesti,gr,Barbati_45-64
105348,Stoenesti,gr,Barbati_45-64
105384,Soldanu,cl,Barbati_45-64
105419,Stefanestii De Jos,if,Barbati_45-64
105455,Tamadau Mare,cl,Barbati_45-64
105534,Tartasesti,db,Barbati_45-64
105570,Tunari,if,Barbati_45-64
105605,Ulmeni,cl,Barbati_45-64
105623,Ulmi,gr,Barbati_45-64
105712,Valea Argovei,cl,Barbati_45-64
105776,Valea Dragului,gr,Barbati_45-64
105794,Valea Macrisului,il,Barbati_65_
105829,Vasilati,cl,Barbati_45-64
105874,Varasti,gr,Barbati_45-64
105909,Vedea,gr,Barbati_45-64
105936,Vidra,if,Barbati_45-64
105972,Vanatorii Mici,gr,Barbati_45-64
106318,Municipiul Baia Mare,mm,Femei_45-64
106363,Grosi,mm,Barbati_45-64
106407,Recea,mm,Barbati_45-64
106461,Oras Tautii-Magheraus,mm,Barbati_45-64
106559,Municipiul Sighetu Marmatiei,mm,Barbati_45-64
106620,Sarasau,mm,Barbati_45-64
106648,Vadu Izei,mm,Barbati_45-64
106684,Oras Baia Sprie,mm,Barbati_45-64
106746,Oras Borsa,mm,Barbati_45-64
106782,Oras Cavnic,mm,Barbati_45-64
106817,Oras Targu Lapus,mm,Barbati_45-64
106979,Oras Viseu De Sus,mm,Barbati_45-64
107001,Ardusat,mm,Barbati_45-64
107047,Arinis,mm,Femei_45-64
107083,Asuaju De Sus,mm,Barbati_45-64
107118,Baita De Sub Codru,mm,Barbati_45-64
107154,Baiut,mm,Barbati_45-64
107190,Basesti,mm,Barbati_45-64
107234,Bicaz,mm,Barbati_45-64
107270,Bistra,mm,Barbati_45-64
107314,Barsana,mm,Barbati_45-64
107350,Bocicoiu Mare,mm,Barbati_45-64
107403,Bogdan Voda,mm,Barbati_65_
107430,Boiu Mare,mm,Barbati_45-64
107485,Botiza,mm,Barbati_45-64
107519,Budesti,mm,Barbati_45-64
107546,Calinesti,mm,Barbati_45-64
107582,Cernesti,mm,Barbati_45-64
107662,Cicarlau,mm,Barbati_45-64
107715,Campulung La Tisa,mm,Barbati_45-64
107733,Copalnic-Manastur,mm,Barbati_45-64
107868,Coroieni,mm,Barbati_45-64
107920,Cupseni,mm,Barbati_45-64
107975,Desesti,mm,Femei_45-64
108017,Oras Dragomiresti,mm,Barbati_45-64
108035,Dumbravita,mm,Barbati_45-64
108106,Farcasa,mm,Barbati_45-64
108151,Giulesti,mm,Barbati_45-64
108204,Ieud,mm,Barbati_45-64
108222,Lapus,mm,Barbati_45-64
108240,Leordina,mm,Barbati_45-64
108268,Miresu Mare,mm,Barbati_45-64
108348,Moisei,mm,Barbati_45-64
108366,Oarta De Jos,mm,Barbati_45-64
108400,Ocna Sugatag,mm,Barbati_45-64
108455,Petrova,mm,Barbati_45-64
108473,Poienile De Sub Munte,mm,Barbati_45-64
108491,Remetea Chioarului,mm,Barbati_45-64
108552,Remeti,mm,Barbati_45-64
108598,Repedea,mm,Barbati_45-64
108614,Rona De Jos,mm,Barbati_45-64
108632,Rona De Sus,mm,Barbati_45-64
108669,Rozavlea,mm,Barbati_45-64
108696,Ruscova,mm,Barbati_45-64
108712,Satulung,mm,Barbati_45-64
108794,Sacalaseni,mm,Barbati_45-64
108874,Sacel,mm,Barbati_45-64
108892,Oras Salistea De Sus,mm,Barbati_45-64
108918,Salsig,mm,Barbati_45-64
108945,Sapanta,mm,Barbati_45-64
108963,Oras Seini,mm,Barbati_45-64
109005,Stramtura,mm,Barbati_45-64
109041,Suciu De Sus,mm,Barbati_45-64
109096,Sisesti,mm,Barbati_45-64
109176,Oras Somcuta Mare,mm,Barbati_45-64
109265,Oras Ulmeni,mm,Femei_45-64
109354,Valea Chioarului,mm,Barbati_45-64
109425,Vima Mica,mm,Barbati_45-64
109504,Viseu De Jos,mm,Barbati_45-64
109773,Municipiul Drobeta-Turnu Severin,mh,Femei_45-64
109826,Simian,mh,Barbati_45-64
109924,Oras Baia De Arama,mh,Barbati_45-64
110027,Obarsia-Closani,mh,Barbati_45-64
110063,Municipiul Orsova,mh,Barbati_45-64
110116,Oras Strehaia,mh,Barbati_45-64
110232,Oras Vanju Mare,mh,Barbati_45-64
110296,Bala,mh,Barbati_45-64
110456,Balta,mh,Femei_45-64
110535,Balacita,mh,Barbati_45-64
110571,Bacles,mh,Femei_65_
110688,Balvanesti,mh,Barbati_45-64
110740,Breznita-Motru,mh,Barbati_45-64
110820,Breznita-Ocol,mh,Barbati_45-64
110875,Brosteni,mh,Barbati_45-64
110946,Burila Mare,mh,Barbati_45-64
111006,Butoiesti,mh,Barbati_45-64
111097,Cazanesti,mh,Barbati_45-64
111220,Ciresu,mh,Barbati_45-64
111275,Corcova,mh,Barbati_45-64
111417,Corlatel,mh,Barbati_45-64
111444,Cujmir,mh,Barbati_45-64
111480,Devesel,mh,Barbati_45-64
111550,Darvari,mh,Barbati_45-64
111587,Dumbrava,mh,Barbati_45-64
111685,Floresti,mh,Barbati_45-64
111783,Garla Mare,mh,Barbati_45-64
111818,Godeanu,mh,Barbati_45-64
111863,Gogosu,mh,Barbati_45-64
111916,Greci,mh,Barbati_45-64
111989,Grozesti,mh,Barbati_45-64
112030,Gruia,mh,Barbati_45-64
112076,Hinova,mh,Barbati_45-64
112129,Husnicioara,mh,Barbati_45-64
112245,Eselnita,mh,Barbati_45-64
112263,Ilovat,mh,Barbati_45-64
112334,Ilovita,mh,Barbati_45-64
112370,Isverna,mh,Barbati_45-64
112469,Izvoru Barzii,mh,Barbati_45-64
112548,Jiana,mh,Barbati_45-64
112600,Livezile,mh,Barbati_45-64
112664,Malovat,mh,Barbati_45-64
112744,Obarsia De Camp,mh,Barbati_45-64
112771,Oprisor,mh,Barbati_45-64
112806,Padina,mh,Barbati_45-64
112879,Patulele,mh,Barbati_45-64
112904,Dubova,mh,Barbati_45-64
112959,Podeni,mh,Barbati_45-64
112995,Ponoarele,mh,Barbati_45-64
113153,Poroina Mare,mh,Barbati_45-64
113206,Pristol,mh,Femei_65_
113233,Prunisor,mh,Barbati_45-64
113395,Punghina,mh,Barbati_45-64
113466,Rogova,mh,Barbati_45-64
113493,Salcia,mh,Barbati_45-64
113518,Stangaceaua,mh,Barbati_45-64
113607,Svinita,mh,Barbati_45-64
113625,Sisesti,mh,Barbati_45-64
113698,Sovarna,mh,Barbati_45-64
113732,Tamna,mh,Barbati_45-64
113849,Vanatori,mh,Barbati_45-64
113894,Vanjulet,mh,Barbati_45-64
113929,Vladaia,mh,Barbati_45-64
113974,Voloiac,mh,Barbati_45-64
114060,Branistea,mh,Barbati_45-64
114079,Vrata,mh,Barbati_45-64
114319,Municipiul Targu Mures,ms,Femei_45-64
114355,Cristesti,ms,Barbati_45-64
114382,Sancraiu De Mures,ms,Barbati_45-64
114417,Sangeorgiu De Mures,ms,Barbati_45-64
114453,Santana De Mures,ms,Femei_45-64
114514,Municipiul Sighisoara,ms,Barbati_45-64
114603,Albesti,ms,Barbati_45-64
114710,Oras Ludus,ms,Barbati_45-64
114809,Municipiul Reghin,ms,Barbati_45-64
114854,Oras Sovata,ms,Barbati_45-64
114925,Municipiul Tarnaveni,ms,Barbati_45-64
114970,Acatari,ms,Femei_45-64
115076,Adamus,ms,Barbati_45-64
115147,Alunis,ms,Barbati_45-64
115183,Apold,ms,Barbati_45-64
115236,Atintis,ms,Barbati_45-64
115307,Bahnea,ms,Barbati_45-64
115389,Band,ms,Barbati_45-64
115520,Batos,ms,Barbati_45-64
115575,Bagaciu,ms,Barbati_45-64
115600,Bala,ms,Barbati_45-64
115637,Balauseri,ms,Barbati_45-64
115708,Beica De Jos,ms,Barbati_45-64
115771,Bichis,ms,Barbati_45-64
115824,Bogata,ms,Barbati_45-64
115851,Breaza,ms,Barbati_45-64
115897,Brancovenesti,ms,Barbati_45-64
115959,Ceuasu De Campie,ms,Barbati_45-64
116046,Chetani,ms,Barbati_45-64
116126,Chiheru De Jos,ms,Barbati_45-64
116171,Coroisanmartin,ms,Barbati_45-64
116224,Cozma,ms,Barbati_45-64
