CountryCode,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
BFA,-0.9733953468846801,-0.40384251728478004,-0.5237701403964333,-1.2499580475824081,-1.3098031397844985,0.4119618252499197,0.5605409961589509,-0.5390253300380741,-0.6564630427893628,0.6977208183319732,0.21715612532117579,-0.19728934107569432,0.5339119449249744,-0.516578632613804,-0.2658178828741806,0.19562953514095155,0.6267164689255851,0.28842131288425643,0.3418577696445601,-0.06552724215250215,-0.08020125424913707,-0.20364494324007307,0.0
BGD,-0.37229210023823917,-0.86395483157806,-1.2350987354853649,-1.2753105657517305,-0.9217890415135503,-0.3552964719596705,0.08239794355967954,-1.398174055003223,0.6121386075741682,0.26508639714394877,0.3887348381606418,0.5338032134567819,-0.23992565843499417,0.7005734314905874,-1.1089212625629923,0.10117766236671191,0.6823147283590572,1.367552983207272,0.5020659892413779,-1.8007137529862505,0.10155436871493652,0.6692815612881152,0.0
BGR,1.0848895976155128,-0.4091236566249976,-1.0920001326598734,0.45822954344933425,1.3416219063376855,0.5541654310634712,-0.9224620525645338,-0.48691873730916013,0.022434648155575804,-0.4260178983198428,-0.36040920009917754,0.7078763335480718,0.4748585415384948,-0.06490189149747953,-0.5616935187063988,0.030420141144399435,-0.7611310080299443,-0.8328527332927708,-1.3255036786788048,0.29485922450085816,0.673460243557326,-0.26104593504478835,0.0
BHR,0.23334943049177978,0.6486895355716183,0.458111703686549,0.3612127981269863,-0.2961776930898199,-1.2490668317794056,-0.822502219377802,0.0470351729148721,-0.46363330708358497,-0.07920465796215458,-1.0623668944240405,-1.7591190634178615,-0.7874503346723732,-0.30888228712674165,0.25126857033667777,0.17289940517808966,0.29516802702787165,0.21419891992715706,-0.03877128902622112,0.06913583186894662,0.5931426546515262,0.051089547705960234,0.0
BHS,-0.051275219062884875,0.47068898914647395,0.5756085175533452,0.5898728459133505,-0.691758104983917,-0.35726590145044856,-0.8451512092686359,-0.7888437809421478,-0.019508303105571185,-0.2805725511523123,-1.0249361970526933,-0.4770201940750321,-0.43548182442004757,0.38077865430999547,0.507873841394404,0.11808797232060277,-0.08164179339624056,0.3675843845232857,0.3940465672650232,-0.055090881355690346,0.10639549438808334,0.05217755266122417,0.0
BIH,0.8297040855980192,-0.9417026188522017,-0.8671407130370483,1.6373912571840918,-1.0497948022337396,0.9392583501273271,-0.3554498698399474,-1.6501120317154014,1.7382412816878072,0.4978697214552556,-0.53251593645319,0.30158389373899364,-1.2905273217624857,0.8416892788423426,-0.7783594687442262,-0.23390442309921433,0.19837787178686692,-0.8805037859370657,-0.048810606197625825,-0.02579351412469081,0.9794686305754579,0.2170264201272606,0.0
BLR,2.0269175913225226,-0.7418426696867756,-3.235863950373719,1.235825033140759,-0.3693285904935518,0.908408234636395,0.5627022741155788,1.4206379502122521,-4.700509337845404,-1.3283500301261382,-0.45289254191945655,-0.3119043953536136,1.588925385532966,-2.338259482201213,1.619524551746768,-0.3664843481912874,1.6277269897011626,-2.641480847197337,0.6804444638203644,-0.585863554608891,0.489376754573512,-0.34508371981817393,0.0
BLZ,-0.8748697895234251,-0.6715669573369267,0.87839122518877,1.4611675105296216,0.6789155067002046,0.600088365413595,0.0829489576159414,-0.5094507088800758,-0.009258572126166332,0.1550381934160562,0.1187644642819896,-0.10810790921092583,-0.38830445423266147,-0.5918308818921937,-0.26592905849577686,0.13785242107044038,0.19465880733743157,-0.1310473796717107,-0.5703546854012316,-0.7858267403253623,0.0050607542317298885,-0.6825668367294216,0.0
BMU,0.5018597058016866,0.9859844661669244,1.0231620692460992,0.3889127207646825,-0.49925345007027666,-0.9963228898064688,-1.7110283186203807,-0.17775427287814333,-1.4279343691080415,2.4452141968771772,-1.3341616600813961,-1.1244417942691516,0.5315512484188817,3.000399114496832,-1.7257660426274122,-2.4829242622194525,1.1232632725788352,1.523497961330528,-0.705654226841758,1.5343403387717196,2.112709675868834,-1.6122616233018676,0.0
BOL,-0.6592226188856681,-0.4504561627279132,0.38836524848425064,0.9271661945037879,0.6667625843546311,-0.4557657729222078,0.1499311732267003,1.7484459674896973,0.6482882412726356,0.27035066182051765,0.7927138958946685,-0.20667071443945215,-0.6604383114614696,-0.3101544472253013,-0.0379514179172332,-0.16328201777538776,-0.37158668182794696,-0.43313839456623904,-1.4472811666226686,0.030374314711820463,-0.09626437210732826,-0.05637750926134682,0.0
BRA,-0.5433182521404001,0.045380756483961386,0.9272641812446286,1.2497258122204546,0.8191439560350781,0.3513125885525222,-0.49950030683275615,0.4636508509058807,-0.45162833297995203,0.3760783570340646,-0.2614459482394838,-0.12505771391070925,-0.09730457634992301,-0.7283230599784669,-0.4137537388121351,0.4176098979252784,-0.5622610949941406,-0.09876952068691384,-0.1804352478892966,0.37985021433545557,-0.3261942159013805,-0.12761128563062377,0.0
BRB,0.3105832674258883,0.49694317639880925,0.46309164304139666,0.8472575464856577,-0.4370655633065617,0.6605270359753698,-1.388817835370423,-0.061373696689567804,0.5454308668965908,1.3580018237876879,-0.03692963449425342,0.5857557888174452,-0.27353530693009076,0.37420491573294395,-0.6499646768847385,-0.3504043924011932,0.2207616343873212,0.9819855267577768,-0.19151582745279505,0.6439307179698915,0.9701018721057382,0.2493563549068063,0.0
BRN,-0.34368984151232274,0.20296836132090412,0.42461122989458044,0.1701521512083296,-0.746488493168577,-0.44804034079676636,-0.5185841538452337,-0.102894190584517,-0.11813265628992983,0.331691303283596,-0.6015825617534445,-1.1170319520913112,-0.9505149308536472,-1.102403052008153,0.4258315664976645,0.9634879674507586,0.7177055565005899,-0.34952181690098855,-0.7304851234308705,0.09987628085412917,-0.2586471730687985,0.14455815006618192,0.0
BTN,-0.4082625200299161,-0.6956066754575256,-0.4701006180578729,-0.40974241636021713,-0.2376478190604046,-0.91098134542273,0.14031135657717408,0.15672873028271078,0.8759627067117812,0.6126983487518151,0.22390335672523026,-0.1043355530795969,-1.6497809766487501,-0.10041793735249556,-0.1923815964846403,-1.726126996155459,-0.4583630060042252,0.7916374476131389,0.9695732037028565,-2.842395757151782,-0.5530136721809608,1.4689161375420983,0.0
