Country,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12,Comp13,Comp14,Comp15,Comp16,Comp17,Comp18,Comp19,Comp20,Comp21,Comp22,Comp23
Cabo Verde,-1.9578312709565238,0.21078699732115488,0.5610178862043727,-0.33471462530054646,0.7243461238598988,-0.09817354049153493,-0.05616280718152029,-0.2935047442074766,-0.8225149273712161,0.0788547747645629,0.10534253282508721,0.0914614040859067,-0.527199749432752,0.129666175152876,-0.051431890420476176,-0.11940823482235964,0.11446521797979577,0.12471212752807231,0.09350328909154586,-0.05681107925123222,-0.023768306314219945,-0.019522745044500033,-0.0027413231437568475
Costa Rica,-0.5219723807785287,-0.2711136181482767,0.9569259499989368,-1.1688072584677216,0.9119413465599325,-1.467138098472904,0.07157940183516387,2.509378472994622,2.165937874789718,-0.2700228515089071,0.08436122757737669,0.20460819314309664,0.10557302149393939,-0.4933041272956342,-0.3558995416557978,-0.29987262449461116,-0.10958953922018529,-0.22886611838127963,-0.10652049751763051,0.07544369210100525,0.20590057516811458,-0.06919863280880649,0.022960887144694388
Curacao,-0.46139171532926526,-1.1590942657937993,0.7903958387806761,0.10576661639180505,-0.18981046207833835,0.48928723950900244,0.184444430788573,-0.3003923182310262,0.11039726115492952,-0.005942865368892636,1.370866682563274,-0.02874307802204019,0.5836671817779129,0.3879446149618962,0.9278679567826502,0.14945270199868926,-0.0168580679838828,0.0933722418569793,-0.007024677271278611,0.16827947841971172,0.05780367498636381,0.13700147783185634,0.05201236841397866
Cayman Islands,1.58554557598168,-0.5586211360353522,-1.1675534021608285,-1.511923703117001,0.3585042746608905,0.9828964393996957,-0.29378154634557424,0.2068004030135327,0.5979464702303258,-0.8348266978485868,0.0848723274336185,0.13330838153605792,-2.0787970577976274,-1.7544855623376292,3.0432022490083313,0.7932285031740145,-0.4316028647234096,-0.5441783989875598,0.10006776411420698,0.06509595020290168,-0.017197147744501026,0.11529733332617188,-0.09987930943143392
Cyprus,1.9737793893159599,-0.6600403409332277,-0.4223486915944449,-1.626847370786227,-1.4002822999684688,-0.3475073799205194,1.1797015079642068,0.7607821712615139,-1.3845320081507082,1.078400953130652,0.3743741513356444,1.096557019880545,-0.458594929329384,-0.09698207226985829,0.20769792075287632,-0.08952855372784255,-0.41736417791445585,0.1790642453065633,0.21723117882203966,0.022855992583618895,-0.042045345060369464,-0.09280680561124671,-0.0746732429025206
Czech Republic,2.32530903913193,-1.6688786635292816,-0.7460634981195564,0.6702836591574954,-1.5394543639982028,-0.3153243474240885,-1.163597074078843,-0.39869128778102986,0.4926255714863106,-0.406396339318426,-0.6563299544169864,-0.0882663059977244,-0.4394602514675165,-0.030203145687567764,0.3783872736263763,-0.15320169575046133,0.01782473171969811,0.08723729765547256,0.10451971217846608,-0.1043167636576711,0.013787184977439906,-0.017814264704782326,-0.032867789697113244
Germany,2.1789054098452234,-3.090366545078998,1.0949584314354226,-0.07655107054341621,-1.9885811013056889,-0.12626336276861821,-0.28677108959309144,0.07070131917240717,0.02600479411401474,-0.2593545194077047,0.0008852825961770652,1.2232602170831406,-0.44721534578488653,-0.7709585138321081,-0.028708407296626662,0.15740603106945827,0.4035928217462387,0.25801101381928104,0.12857152016666107,0.11554129547235574,0.08108911158951367,0.018368517641165514,0.012002294964879394
Dominica,-0.2058071162617674,0.044000162286281154,0.6043955472386712,-0.7179598239394517,-0.8429883453050551,-0.17516571506091913,-0.8098916274031174,-0.4345360238823472,0.8276241581739984,-0.6563710279567988,-0.006976992030990683,-0.5631278762093657,-0.44381950067340925,-0.19645167976258288,-0.7398768115702405,0.13819183829348028,-0.21336986129248955,0.02091018866324085,-0.0811554140213537,0.03829056725876617,-0.03596708002921643,-0.10513437446233959,-0.008507412437110107
Denmark,4.554650770147116,-3.4558690816034816,0.31234463637744736,-0.311142789982709,-0.3129248590307796,-1.7004360360193045,-0.8454452554418795,0.22001564670557117,-1.2814111177478282,-0.31340554973618445,0.666220072280571,0.340057714711593,-0.16296853420794943,-0.43264516388120894,0.507544141500826,-0.05081631808839781,-0.45292478190546165,0.07838218678616429,-0.06045280448307181,0.06959463372632868,-0.2173387542367696,0.0785405984577445,-0.011111903696824377
Dominican Republic,-1.4955492370103192,0.7110509694145388,0.24534925256120063,-0.9942135752058155,0.5709309674618269,1.2847647234554609,-0.170142288332649,-0.3951449793831989,0.4569183198589255,0.8638159553544293,-0.9738407745200505,-0.026241585320053072,0.012434675237004304,0.15969066216985486,-0.009762260401565758,-0.3823721398772218,-0.10680723800921553,-0.14504217589353685,0.12112823519028186,-0.14055669724975273,-0.036437249742318434,-0.024146435382125367,0.00031920453799616434
Algeria,-1.871011501980183,0.5488892524376964,-0.19770327684847916,0.010885863235464558,-0.702571594726022,0.29693950636661,0.4431104371693044,0.11041475320938436,-0.795567744250911,0.46739757915825664,-0.23810090080192592,0.1674994846349812,0.16235484759477803,-0.02394441604930517,0.050308135092399536,0.008525527398429489,-0.22112762577641687,0.07020440830776538,-0.03223398453401556,0.09422312494156464,0.3017033976047145,-0.19653575393312117,0.010233806497744732
Ecuador,-1.7043595855207883,0.16677285024667188,0.34937241787085227,0.0915260449651362,0.6821409345891408,0.8837499411728641,0.09522137454719495,1.0526140507754564,-0.37604114921882686,-0.13142207024989397,-0.43016080415033253,-0.25193831774138176,-0.04366175398935337,0.24003274702531147,0.038109464740970156,0.050054739471215394,-0.08061515237718782,0.025386702931463813,-0.11654517202054583,-0.04268232712968557,0.023910115594522215,-0.010947859375750634,0.0054813063141423615
"Egypt, Arab Rep.",-1.06974825774007,0.73600412581417,-0.41430300234576145,-0.3742054039882223,-0.45974496801362374,0.7665552807908185,0.7430248660082793,0.32038866273440836,-0.7839613807049917,1.236352905162038,-0.14147501583153457,0.20715709294030535,-0.2912379598102873,0.3604316049507331,-0.07453468214723206,-0.12001476414072086,-0.06432596133671065,-0.08783588532627906,0.0014398410586320366,-0.04113066840661125,-0.46582545228733946,0.18172564409263847,0.05024830183298727
Eritrea,-2.5288629007137917,0.47205572498865894,-0.6302269150424752,1.8609219569403224,0.2639824110503469,-0.3409577943746845,0.6464757168108558,-0.4466871513671355,0.8692074511452099,0.6623159627814914,0.24694840722445208,1.0934451956861193,0.04522833674830425,-0.2247965775352923,-0.006808223017517475,0.11410825408009592,0.23065925635978096,-0.03551867917766296,-0.12133025352825572,0.038304442552896195,-0.08211373910795994,0.05959808648170259,0.008950922045654392
Spain,1.3282706975253036,-1.6784273144929178,0.7678897741526974,-2.255569298757922,-0.35871068981413906,0.01770645544317525,-0.4596317415741615,-0.6352153521628634,-0.38037435536922426,2.432749912295592,-1.1982614293424523,0.4904500875160038,0.45636795967300225,0.0603567358679223,0.3152846561669173,0.043373688618867354,0.39429940685694087,0.054545436050553085,-0.21522430292589237,0.0033089749649228644,0.10612619002030214,-0.01706933767705342,-0.015177008005716358
Estonia,3.9670583033004885,-0.4672885485508113,-1.0046607608162452,-0.2405359512884794,0.6001841781097651,0.09026807170288699,-0.766990022666325,0.24594161973022774,-0.3633813548123071,-0.29784983624536215,-0.2957351539264166,0.01916336584836945,0.2255574674995907,0.811297579897471,-1.18325270287349,0.25367102860766577,0.17771259506035053,0.3262009405094728,-0.2126741572123464,-0.4168913391120734,0.09537786862131716,-0.006164805348863667,0.15029482769103936
Ethiopia,-2.3283163763541492,0.49193948788366165,-0.8210267451042295,1.5729199816025496,-1.2941324101408456,-0.8361576728193574,0.07045550275833867,-0.8111598586295329,-0.2324307049046571,-0.2598248784698536,0.4525609450637828,0.2711974957047768,-0.004994483225597512,-0.1902315345838412,0.16611903529555802,-0.007313368273844974,-0.23914324726630337,0.040774248328871804,-0.14958640607984733,0.09888917622311005,0.03597831719427324,-0.026771669853497708,0.00989079525943505
Finland,3.9119076112359523,-2.594106219911762,0.4599186851591808,-0.3763456775566079,-1.8200441922009996,-0.8989052812058952,-0.37752022827052206,0.2316352460173226,-1.4797399698623692,0.2793071349595252,-0.034586321167475356,0.333156701075966,0.06862394404848894,-0.3133756996916112,-0.26283081409068276,-0.14809231643070536,0.07605704222488409,0.012496014927588724,0.2994035195295343,-0.16878570753020697,-0.06032103199056097,-0.00711927271801075,-0.04054318129831153
Fiji,-1.7246211128736009,0.24152020875094224,0.31631781865929715,-0.12243875049671304,-0.37971831218062274,0.33133475658850847,-0.14245792609243157,-0.26251530153555525,-0.2352810053763757,-0.09097174945660798,-0.48678630012689705,0.0048109554242380765,-0.17149465257304822,-0.2544363962964755,-0.3176654577799991,-0.4575724164192829,-0.045979248933824934,-0.01617441306167925,0.11530708826803786,-0.08806883239889195,0.05937216329201866,-0.0862697784104835,-0.03812592678345415
France,2.4458678696853546,-3.468711636601243,1.0409806587058357,-0.12044238984991829,-0.7821691782479151,-0.8914494978777803,-0.17601534846056047,0.6279384326368078,0.2662053742000923,0.9544910951162268,0.1298383417002415,1.4100159033765554,-0.3858875938905887,-0.3718387853174144,0.20144202759566612,0.45242476147671845,0.1914257556412116,0.4047823732268987,0.1774104051857177,0.062037072200477064,-0.014690139214352423,0.06034113124428698,0.029422068023462325
