Siruta,Pop_liceal,Pop_profess,Pop_primar_gimn,Pop_univ
87576,818.0,27.0,1024.0,0.0
87638,905.0,155.0,1662.0,0.0
87665,287.0,97.0,922.0,0.0
87745,0.0,0.0,128.0,0.0
87843,0.0,0.0,14.0,0.0
87996,0.0,0.0,218.0,0.0
88047,0.0,0.0,115.0,0.0
88092,0.0,0.0,185.0,0.0
88216,0.0,0.0,0.0,0.0
88261,14.0,0.0,207.0,0.0
88350,0.0,0.0,14.0,0.0
88449,0.0,0.0,106.0,0.0
88546,0.0,0.0,71.0,0.0
88644,0.0,0.0,146.0,0.0
88788,0.0,0.0,125.0,0.0
88868,0.0,0.0,61.0,0.0
88920,0.0,0.0,7.0,0.0
89026,0.0,0.0,0.0,0.0
89080,0.0,0.0,16.0,0.0
89151,0.0,0.0,9.0,0.0
89240,0.0,0.0,171.0,0.0
89348,0.0,0.0,98.0,0.0
89428,0.0,0.0,288.0,0.0
89561,466.0,27.0,405.0,0.0
89687,0.0,0.0,71.0,0.0
89801,0.0,0.0,124.0,0.0
89856,238.0,0.0,259.0,0.0
89954,0.0,0.0,115.0,0.0
90066,0.0,0.0,7.0,0.0
90119,0.0,0.0,48.0,0.0
90208,0.0,0.0,96.0,0.0
90262,0.0,0.0,21.0,0.0
90342,0.0,0.0,120.0,0.0
90431,0.0,0.0,12.0,0.0
90538,0.0,0.0,294.0,0.0
90663,0.0,0.0,124.0,0.0
90725,0.0,0.0,83.0,0.0
90805,0.0,0.0,59.0,0.0
90878,0.0,0.0,219.0,0.0
90994,0.0,0.0,181.0,0.0
91054,0.0,0.0,74.0,0.0
91116,0.0,0.0,58.0,0.0
91232,0.0,0.0,169.0,0.0
91330,0.0,0.0,167.0,0.0
91447,0.0,0.0,16.0,0.0
91535,0.0,0.0,16.0,0.0
91624,0.0,0.0,49.0,0.0
91688,0.0,0.0,44.0,0.0
91731,0.0,0.0,24.0,0.0
91795,0.0,0.0,180.0,0.0
91937,0.0,0.0,58.0,0.0
91982,21.0,0.0,207.0,0.0
92097,0.0,0.0,34.0,0.0
92177,0.0,0.0,111.0,0.0
92569,4091.0,338.0,5515.0,317.0
92587,0.0,0.0,1061.0,0.0
92658,3625.0,325.0,4046.0,48.0
92701,1872.0,58.0,2501.0,0.0
92765,639.0,94.0,725.0,0.0
92783,0.0,0.0,155.0,0.0
92836,0.0,0.0,600.0,0.0
92872,0.0,0.0,213.0,0.0
92907,0.0,0.0,175.0,0.0
92961,108.0,46.0,568.0,0.0
92989,0.0,71.0,461.0,0.0
93021,0.0,0.0,164.0,0.0
93067,39.0,39.0,287.0,0.0
93085,0.0,0.0,309.0,0.0
93101,0.0,0.0,259.0,0.0
93156,0.0,0.0,195.0,0.0
93209,0.0,0.0,157.0,0.0
93236,0.0,0.0,98.0,0.0
93281,0.0,0.0,307.0,0.0
93325,0.0,0.0,142.0,0.0
93370,0.0,0.0,677.0,0.0
93441,0.0,0.0,216.0,0.0
93487,199.0,23.0,909.0,0.0
93539,0.0,0.0,272.0,0.0
93575,0.0,0.0,464.0,0.0
93600,0.0,0.0,160.0,0.0
93628,0.0,0.0,187.0,0.0
93646,0.0,0.0,102.0,0.0
93664,35.0,0.0,338.0,0.0
93717,0.0,0.0,175.0,0.0
93735,0.0,56.0,267.0,0.0
93771,0.0,0.0,288.0,0.0
93815,0.0,0.0,323.0,0.0
93851,0.0,0.0,180.0,0.0
93888,788.0,287.0,778.0,0.0
93931,0.0,0.0,252.0,0.0
93995,0.0,12.0,228.0,0.0
94045,0.0,0.0,207.0,0.0
94081,0.0,0.0,130.0,0.0
94107,0.0,0.0,275.0,0.0
94125,0.0,0.0,230.0,0.0
94161,0.0,0.0,297.0,0.0
94223,0.0,0.0,528.0,0.0
94269,0.0,67.0,233.0,0.0
94312,0.0,0.0,643.0,0.0
94330,0.0,0.0,184.0,0.0
94376,0.0,0.0,261.0,0.0
94429,0.0,61.0,291.0,0.0
94456,0.0,0.0,141.0,0.0
94492,0.0,0.0,146.0,0.0
94535,0.0,0.0,183.0,0.0
94562,0.0,0.0,303.0,0.0
94580,0.0,0.0,191.0,0.0
94606,29.0,0.0,99.0,0.0
94651,0.0,0.0,189.0,0.0
94688,0.0,0.0,157.0,0.0
94731,0.0,0.0,136.0,0.0
94768,0.0,0.0,173.0,0.0
94795,0.0,0.0,178.0,0.0
95060,17586.0,2142.0,26203.0,53174.0
95088,0.0,0.0,263.0,0.0
95159,0.0,85.0,837.0,0.0
95239,0.0,0.0,253.0,0.0
95293,0.0,0.0,915.0,0.0
95355,1072.0,640.0,1519.0,0.0
95391,2975.0,575.0,3268.0,0.0
95471,1165.0,443.0,1751.0,0.0
95499,0.0,0.0,380.0,0.0
95612,0.0,136.0,249.0,0.0
95667,0.0,0.0,542.0,0.0
95747,0.0,0.0,316.0,0.0
95792,0.0,0.0,544.0,0.0
95872,314.0,187.0,1355.0,0.0
95943,0.0,0.0,432.0,0.0
96003,0.0,0.0,337.0,0.0
96058,0.0,45.0,297.0,0.0
96110,0.0,0.0,214.0,0.0
96147,0.0,0.0,443.0,0.0
96192,0.0,0.0,411.0,0.0
96254,0.0,0.0,1047.0,0.0
96334,0.0,86.0,369.0,0.0
96370,0.0,0.0,418.0,0.0
96423,0.0,0.0,429.0,0.0
96478,15.0,69.0,864.0,0.0
96593,21.0,71.0,298.0,0.0
96637,0.0,58.0,353.0,0.0
96664,0.0,0.0,116.0,0.0
96717,0.0,73.0,575.0,0.0
96815,0.0,0.0,1226.0,0.0
96888,0.0,0.0,240.0,0.0
96904,0.0,0.0,326.0,0.0
96940,0.0,92.0,550.0,0.0
97009,0.0,0.0,714.0,0.0
97063,0.0,86.0,467.0,0.0
97090,0.0,0.0,424.0,0.0
97189,0.0,0.0,272.0,0.0
97241,0.0,0.0,384.0,0.0
97321,0.0,79.0,371.0,0.0
97394,0.0,0.0,161.0,0.0
97438,196.0,35.0,338.0,0.0
97465,0.0,0.0,304.0,0.0
97517,0.0,0.0,372.0,0.0
97553,0.0,0.0,196.0,0.0
97606,16.0,105.0,482.0,0.0
97679,0.0,0.0,696.0,0.0
97722,0.0,147.0,1117.0,0.0
97777,0.0,0.0,212.0,0.0
97811,0.0,0.0,350.0,0.0
97875,0.0,0.0,768.0,0.0
97919,242.0,115.0,808.0,0.0
98051,0.0,0.0,317.0,0.0
98113,19.0,164.0,594.0,0.0
98168,0.0,0.0,274.0,0.0
98202,0.0,0.0,195.0,0.0
98220,0.0,0.0,510.0,0.0
98257,0.0,0.0,260.0,0.0
98300,0.0,0.0,307.0,0.0
98337,0.0,92.0,401.0,0.0
98373,445.0,170.0,1088.0,0.0
98435,0.0,0.0,560.0,0.0
98505,0.0,0.0,684.0,0.0
98603,0.0,0.0,282.0,0.0
98649,0.0,0.0,396.0,0.0
98685,379.0,48.0,823.0,0.0
98738,0.0,0.0,171.0,0.0
98774,0.0,0.0,581.0,0.0
98827,0.0,0.0,405.0,0.0
98916,0.0,0.0,604.0,0.0
98998,0.0,0.0,610.0,0.0
99058,0.0,0.0,584.0,0.0
99101,0.0,0.0,575.0,0.0
99165,0.0,80.0,447.0,0.0
99209,0.0,0.0,344.0,0.0
99290,21.0,0.0,428.0,0.0
99370,0.0,0.0,615.0,0.0
99441,0.0,0.0,213.0,0.0
99478,18.0,90.0,445.0,0.0
99539,0.0,0.0,634.0,0.0
99600,0.0,0.0,522.0,0.0
99673,25.0,218.0,1175.0,0.0
99780,128.0,155.0,908.0,0.0
99879,0.0,0.0,500.0,0.0
99922,0.0,0.0,183.0,0.0
99968,0.0,0.0,557.0,0.0
100004,15.0,109.0,534.0,0.0
100086,0.0,0.0,425.0,0.0
100148,103.0,229.0,497.0,0.0
100219,0.0,0.0,1146.0,0.0
100273,0.0,0.0,365.0,0.0
100282,0.0,0.0,184.0,0.0
100308,0.0,0.0,147.0,0.0
100317,0.0,79.0,318.0,0.0
100326,0.0,0.0,222.0,0.0
100335,0.0,0.0,230.0,0.0
100344,0.0,0.0,215.0,0.0
100353,0.0,0.0,282.0,0.0
100362,0.0,0.0,184.0,0.0
100521,3491.0,208.0,4821.0,0.0
100549,0.0,0.0,152.0,0.0
100576,1066.0,101.0,2147.0,0.0
100610,2071.0,389.0,1890.0,0.0
100638,0.0,0.0,267.0,0.0
100683,1583.0,319.0,1680.0,0.0
100709,0.0,0.0,0.0,0.0
100736,11.0,0.0,305.0,0.0
100754,0.0,0.0,171.0,0.0
100781,0.0,0.0,472.0,0.0
100834,0.0,0.0,687.0,0.0
100852,0.0,0.0,221.0,0.0
100870,96.0,37.0,164.0,0.0
100923,0.0,0.0,224.0,0.0
100969,0.0,0.0,626.0,0.0
101001,0.0,0.0,425.0,0.0
101056,0.0,0.0,328.0,0.0
101083,0.0,0.0,195.0,0.0
101145,0.0,0.0,562.0,0.0
101163,0.0,0.0,473.0,0.0
101190,1391.0,148.0,1090.0,0.0
101243,0.0,0.0,113.0,0.0
101298,1222.0,129.0,894.0,0.0
101341,0.0,0.0,328.0,0.0
101378,0.0,0.0,429.0,0.0
101458,0.0,0.0,802.0,0.0
101519,0.0,0.0,136.0,0.0
101564,0.0,0.0,208.0,0.0
101617,0.0,0.0,390.0,0.0
101662,173.0,12.0,501.0,0.0
101724,0.0,0.0,110.0,0.0
101742,0.0,0.0,966.0,171.0
101804,0.0,0.0,549.0,0.0
101822,0.0,0.0,294.0,0.0
101840,0.0,0.0,561.0,0.0
101902,0.0,0.0,316.0,0.0
101957,781.0,105.0,639.0,0.0
101984,0.0,27.0,505.0,0.0
102035,109.0,0.0,607.0,0.0
102071,0.0,0.0,257.0,0.0
102106,142.0,0.0,576.0,0.0
102160,0.0,0.0,393.0,0.0
102213,0.0,0.0,454.0,0.0
102240,0.0,0.0,331.0,0.0
102286,0.0,0.0,431.0,0.0
102348,0.0,0.0,490.0,0.0
102419,0.0,0.0,572.0,0.0
102446,0.0,0.0,162.0,0.0
102473,0.0,0.0,269.0,0.0
102525,0.0,0.0,168.0,0.0
102543,0.0,0.0,616.0,0.0
102570,0.0,0.0,613.0,0.0
102605,646.0,16.0,386.0,0.0
102641,0.0,0.0,28.0,0.0
102703,0.0,0.0,286.0,0.0
102749,195.0,79.0,427.0,0.0
102794,0.0,0.0,793.0,0.0
102838,0.0,0.0,139.0,0.0
102909,0.0,0.0,339.0,0.0
102945,0.0,0.0,605.0,0.0
103014,0.0,0.0,537.0,0.0
103032,420.0,0.0,741.0,0.0
103087,0.0,0.0,581.0,0.0
103130,0.0,0.0,485.0,0.0
103194,0.0,0.0,214.0,0.0
103238,16.0,0.0,569.0,0.0
103283,0.0,0.0,268.0,0.0
103309,0.0,0.0,182.0,0.0
103354,0.0,0.0,131.0,0.0
103372,0.0,0.0,258.0,0.0
103407,0.0,0.0,259.0,0.0
103443,0.0,0.0,246.0,0.0
103470,0.0,0.0,166.0,0.0
103513,0.0,0.0,601.0,0.0
103568,0.0,0.0,106.0,0.0
103639,361.0,0.0,221.0,0.0
103693,0.0,0.0,159.0,0.0
103764,0.0,0.0,319.0,0.0
103862,0.0,0.0,343.0,0.0
103899,0.0,0.0,236.0,0.0
103960,0.0,0.0,280.0,0.0
103997,0.0,0.0,268.0,0.0
104047,0.0,0.0,368.0,0.0
104083,0.0,0.0,174.0,0.0
104118,0.0,0.0,224.0,0.0
104136,427.0,0.0,752.0,0.0
104181,45.0,0.0,465.0,0.0
104225,0.0,0.0,277.0,0.0
104243,0.0,0.0,533.0,0.0
104270,0.0,0.0,257.0,0.0
104323,0.0,0.0,232.0,0.0
104341,0.0,0.0,176.0,0.0
104387,0.0,0.0,443.0,0.0
104421,0.0,0.0,248.0,0.0
104485,0.0,0.0,427.0,0.0
104519,0.0,0.0,189.0,0.0
104546,113.0,0.0,820.0,0.0
104582,0.0,0.0,325.0,0.0
104635,0.0,0.0,419.0,0.0
104680,149.0,0.0,365.0,0.0
104715,0.0,0.0,176.0,0.0
104751,0.0,0.0,231.0,0.0
104788,0.0,0.0,194.0,0.0
104831,0.0,0.0,669.0,0.0
104886,5.0,0.0,331.0,0.0
104975,0.0,0.0,140.0,0.0
105026,0.0,0.0,348.0,0.0
105106,0.0,0.0,257.0,0.0
105142,0.0,0.0,133.0,0.0
105160,685.0,0.0,547.0,0.0
105222,0.0,0.0,272.0,0.0
105259,0.0,0.0,508.0,0.0
105295,0.0,0.0,174.0,0.0
105348,0.0,0.0,160.0,0.0
105384,0.0,0.0,364.0,0.0
105419,0.0,0.0,575.0,0.0
105455,0.0,0.0,237.0,0.0
105534,255.0,119.0,404.0,0.0
105570,0.0,0.0,334.0,0.0
105605,0.0,0.0,370.0,0.0
105623,0.0,0.0,757.0,0.0
105712,0.0,0.0,213.0,0.0
105776,0.0,0.0,229.0,0.0
105794,0.0,0.0,152.0,0.0
105829,0.0,0.0,473.0,0.0
105874,0.0,0.0,519.0,0.0
105909,0.0,0.0,199.0,0.0
105936,238.0,0.0,723.0,0.0
105972,0.0,0.0,472.0,0.0
106318,8754.0,975.0,11197.0,4700.0
106363,0.0,0.0,146.0,0.0
106407,0.0,0.0,202.0,0.0
106461,105.0,0.0,443.0,0.0
106559,3208.0,511.0,3651.0,495.0
106620,0.0,0.0,182.0,0.0
106648,0.0,0.0,231.0,0.0
106684,139.0,59.0,1072.0,0.0
106746,1017.0,202.0,1767.0,0.0
106782,93.0,37.0,349.0,0.0
106817,942.0,171.0,1038.0,0.0
106979,1124.0,175.0,1335.0,0.0
107001,0.0,0.0,228.0,0.0
107047,0.0,0.0,69.0,0.0
107083,0.0,0.0,103.0,0.0
107118,0.0,0.0,197.0,0.0
107154,0.0,0.0,131.0,0.0
107190,0.0,0.0,119.0,0.0
107234,0.0,0.0,90.0,0.0
107270,0.0,0.0,440.0,0.0
107314,0.0,0.0,346.0,0.0
107350,0.0,0.0,197.0,0.0
107403,0.0,0.0,176.0,0.0
107430,0.0,0.0,62.0,0.0
107485,0.0,0.0,172.0,0.0
107519,0.0,0.0,208.0,0.0
107546,0.0,0.0,243.0,0.0
107582,0.0,0.0,300.0,0.0
107662,0.0,0.0,342.0,0.0
107715,0.0,0.0,191.0,0.0
107733,0.0,0.0,524.0,0.0
107868,0.0,0.0,226.0,0.0
107920,0.0,0.0,166.0,0.0
107975,0.0,0.0,156.0,0.0
108017,0.0,0.0,198.0,0.0
108035,0.0,0.0,248.0,0.0
108106,0.0,0.0,361.0,0.0
108151,0.0,0.0,242.0,0.0
108204,0.0,0.0,331.0,0.0
108222,0.0,0.0,292.0,0.0
108240,0.0,0.0,137.0,0.0
108268,0.0,0.0,381.0,0.0
108348,0.0,0.0,641.0,0.0
108366,0.0,0.0,58.0,0.0
108400,33.0,42.0,284.0,0.0
108455,47.0,64.0,211.0,0.0
108473,168.0,178.0,1244.0,0.0
108491,0.0,0.0,239.0,0.0
108552,0.0,0.0,223.0,0.0
108598,37.0,76.0,507.0,0.0
108614,0.0,0.0,118.0,0.0
108632,0.0,0.0,285.0,0.0
108669,66.0,83.0,179.0,0.0
108696,48.0,43.0,403.0,0.0
108712,14.0,0.0,618.0,0.0
108794,0.0,0.0,178.0,0.0
108874,0.0,0.0,222.0,0.0
108892,0.0,0.0,311.0,0.0
108918,0.0,0.0,159.0,0.0
108945,0.0,0.0,183.0,0.0
108963,367.0,0.0,722.0,0.0
109005,0.0,0.0,235.0,0.0
109041,0.0,0.0,286.0,0.0
109096,0.0,0.0,347.0,0.0
109176,255.0,0.0,754.0,0.0
109265,156.0,77.0,914.0,0.0
109354,0.0,0.0,134.0,0.0
109425,0.0,0.0,91.0,0.0
109504,0.0,0.0,280.0,0.0
109773,5570.0,336.0,7543.0,1710.0
109826,398.0,52.0,667.0,0.0
109924,698.0,12.0,508.0,0.0
110027,0.0,0.0,84.0,0.0
110063,824.0,103.0,772.0,0.0
110116,636.0,57.0,898.0,0.0
110232,335.0,0.0,400.0,0.0
110296,0.0,0.0,232.0,0.0
110456,0.0,0.0,70.0,0.0
110535,0.0,0.0,202.0,0.0
110571,0.0,0.0,151.0,0.0
110688,0.0,0.0,84.0,0.0
110740,0.0,0.0,91.0,0.0
110820,0.0,0.0,180.0,0.0
110875,0.0,0.0,163.0,0.0
110946,0.0,0.0,123.0,0.0
111006,0.0,0.0,181.0,0.0
111097,0.0,0.0,161.0,0.0
111220,0.0,0.0,44.0,0.0
111275,0.0,0.0,507.0,0.0
111417,0.0,38.0,146.0,0.0
111444,505.0,0.0,267.0,0.0
111480,0.0,0.0,261.0,0.0
111550,0.0,0.0,209.0,0.0
111587,0.0,0.0,98.0,0.0
111685,0.0,0.0,152.0,0.0
111783,0.0,0.0,130.0,0.0
111818,0.0,0.0,13.0,0.0
111863,0.0,0.0,312.0,0.0
111916,0.0,0.0,68.0,0.0
111989,0.0,0.0,185.0,0.0
112030,0.0,0.0,280.0,0.0
112076,0.0,0.0,210.0,0.0
112129,0.0,0.0,70.0,0.0
112245,0.0,0.0,189.0,0.0
112263,0.0,0.0,70.0,0.0
112334,0.0,0.0,105.0,0.0
112370,0.0,0.0,173.0,0.0
112469,549.0,70.0,125.0,0.0
112548,0.0,0.0,422.0,0.0
112600,0.0,0.0,123.0,0.0
112664,0.0,0.0,153.0,0.0
112744,0.0,0.0,96.0,0.0
112771,0.0,0.0,120.0,0.0
112806,0.0,0.0,42.0,0.0
112879,0.0,0.0,244.0,0.0
112904,0.0,0.0,31.0,0.0
112959,0.0,0.0,49.0,0.0
112995,0.0,0.0,199.0,0.0
113153,0.0,0.0,31.0,0.0
113206,0.0,0.0,62.0,0.0
113233,0.0,0.0,110.0,0.0
113395,0.0,0.0,220.0,0.0
113466,0.0,0.0,118.0,0.0
113493,0.0,0.0,150.0,0.0
113518,0.0,0.0,95.0,0.0
113607,0.0,0.0,43.0,0.0
113625,102.0,0.0,201.0,0.0
113698,0.0,0.0,77.0,0.0
113732,0.0,0.0,245.0,0.0
113849,0.0,0.0,123.0,0.0
113894,0.0,0.0,168.0,0.0
113929,0.0,0.0,156.0,0.0
113974,0.0,0.0,149.0,0.0
114060,0.0,0.0,113.0,0.0
114079,0.0,0.0,148.0,0.0
114319,8380.0,1028.0,12520.0,11603.0
114355,0.0,0.0,372.0,0.0
114382,0.0,0.0,478.0,0.0
114417,0.0,0.0,622.0,0.0
114453,0.0,0.0,266.0,0.0
114514,1571.0,231.0,2603.0,0.0
114603,0.0,0.0,367.0,0.0
114710,761.0,174.0,1512.0,0.0
114809,1869.0,413.0,3738.0,0.0
114854,402.0,168.0,879.0,0.0
114925,988.0,205.0,1928.0,0.0
114970,0.0,0.0,335.0,0.0
115076,0.0,0.0,305.0,0.0
115147,0.0,0.0,242.0,0.0
115183,0.0,0.0,331.0,0.0
115236,0.0,0.0,114.0,0.0
115307,0.0,0.0,415.0,0.0
115389,14.0,73.0,740.0,0.0
115520,0.0,0.0,327.0,0.0
115575,0.0,0.0,265.0,0.0
115600,0.0,0.0,35.0,0.0
115637,0.0,0.0,491.0,0.0
115708,0.0,0.0,198.0,0.0
115771,0.0,0.0,47.0,0.0
115824,0.0,0.0,103.0,0.0
115851,0.0,0.0,118.0,0.0
115897,0.0,0.0,233.0,0.0
115959,32.0,0.0,517.0,0.0
116046,0.0,0.0,180.0,0.0
116126,0.0,0.0,136.0,0.0
116171,0.0,0.0,135.0,0.0
116224,0.0,0.0,38.0,0.0
116288,0.0,0.0,421.0,0.0
116340,0.0,0.0,71.0,0.0
116395,0.0,0.0,56.0,0.0
116439,0.0,0.0,147.0,0.0
116493,0.0,0.0,518.0,0.0
116545,215.0,59.0,435.0,0.0
116590,0.0,0.0,390.0,0.0
116652,22.0,93.0,524.0,0.0
116723,0.0,0.0,228.0,0.0
116796,0.0,0.0,433.0,0.0
116867,0.0,0.0,191.0,0.0
116938,0.0,0.0,220.0,0.0
116983,0.0,0.0,326.0,0.0
117042,0.0,0.0,328.0,0.0
117113,0.0,0.0,400.0,0.0
117177,0.0,0.0,502.0,0.0
117275,0.0,0.0,176.0,0.0
117319,203.0,49.0,481.0,0.0
117426,0.0,0.0,504.0,0.0
117505,0.0,0.0,106.0,0.0
117550,0.0,0.0,349.0,0.0
117667,0.0,0.0,190.0,0.0
117783,0.0,0.0,119.0,0.0
117827,250.0,62.0,777.0,0.0
117925,0.0,0.0,227.0,0.0
117998,0.0,0.0,190.0,0.0
118058,0.0,0.0,161.0,0.0
118094,0.0,0.0,123.0,0.0
118209,0.0,0.0,522.0,0.0
118281,205.0,145.0,634.0,0.0
118370,0.0,0.0,194.0,0.0
118469,0.0,0.0,274.0,0.0
118511,0.0,0.0,94.0,0.0
118575,0.0,0.0,342.0,0.0
118637,0.0,0.0,85.0,0.0
118691,0.0,0.0,424.0,0.0
118753,0.0,0.0,153.0,0.0
118799,0.0,0.0,322.0,0.0
118824,0.0,0.0,269.0,0.0
118931,0.0,0.0,152.0,0.0
118995,0.0,0.0,363.0,0.0
119153,0.0,0.0,171.0,0.0
119206,0.0,0.0,184.0,0.0
119242,415.0,16.0,720.0,0.0
119331,224.0,64.0,418.0,0.0
119386,0.0,0.0,250.0,0.0
119466,0.0,0.0,467.0,0.0
119527,0.0,0.0,232.0,0.0
119590,0.0,0.0,211.0,0.0
119625,0.0,0.0,72.0,0.0
119661,0.0,0.0,205.0,0.0
119723,0.0,0.0,159.0,0.0
119750,0.0,0.0,245.0,0.0
119803,0.0,0.0,166.0,0.0
119858,0.0,0.0,96.0,0.0
119894,0.0,0.0,588.0,0.0
119974,0.0,0.0,219.0,0.0
120076,0.0,0.0,172.0,0.0
120138,0.0,0.0,138.0,0.0
120174,0.0,0.0,82.0,0.0
120218,0.0,0.0,239.0,0.0
120254,0.0,0.0,516.0,0.0
120316,0.0,0.0,141.0,0.0
120343,0.0,0.0,142.0,0.0
120370,0.0,0.0,272.0,0.0
120478,0.0,0.0,156.0,0.0
120487,0.0,0.0,145.0,0.0
120496,0.0,0.0,183.0,0.0
120502,0.0,0.0,155.0,0.0
120511,0.0,0.0,80.0,0.0
120726,6833.0,755.0,7889.0,214.0
120771,0.0,0.0,517.0,0.0
120824,0.0,0.0,341.0,0.0
120860,4549.0,689.0,4487.0,145.0
120888,111.0,0.0,538.0,0.0
120922,226.0,47.0,390.0,0.0
120968,677.0,0.0,538.0,0.0
121055,2861.0,172.0,2085.0,0.0
121108,62.0,0.0,218.0,0.0
121153,0.0,0.0,333.0,0.0
121242,0.0,0.0,317.0,0.0
121297,0.0,0.0,409.0,0.0
121340,0.0,0.0,289.0,0.0
121386,0.0,0.0,174.0,0.0
121466,0.0,0.0,251.0,0.0
121607,0.0,0.0,289.0,0.0
121652,401.0,93.0,541.0,0.0
121732,0.0,0.0,603.0,0.0
121796,133.0,0.0,404.0,0.0
121876,0.0,0.0,311.0,0.0
121938,0.0,0.0,341.0,0.0
122025,0.0,0.0,162.0,0.0
122061,0.0,0.0,251.0,0.0
122132,0.0,0.0,249.0,0.0
122187,0.0,0.0,349.0,0.0
122249,17.0,14.0,245.0,0.0
122285,0.0,0.0,94.0,0.0
122347,0.0,0.0,537.0,0.0
122392,0.0,0.0,222.0,0.0
122463,0.0,0.0,158.0,0.0
122551,0.0,0.0,253.0,0.0
122613,0.0,0.0,181.0,0.0
122668,0.0,0.0,444.0,0.0
122702,0.0,0.0,269.0,0.0
122828,0.0,0.0,255.0,0.0
122864,0.0,0.0,164.0,0.0
122908,0.0,0.0,366.0,0.0
122953,0.0,0.0,221.0,0.0
123013,0.0,0.0,459.0,0.0
123102,0.0,0.0,455.0,0.0
123175,0.0,0.0,294.0,0.0
123228,0.0,0.0,153.0,0.0
123255,0.0,0.0,548.0,0.0
123371,0.0,0.0,399.0,0.0
123424,12.0,102.0,631.0,0.0
123479,0.0,0.0,523.0,0.0
123521,173.0,148.0,744.0,0.0
123601,0.0,0.0,349.0,0.0
123674,0.0,0.0,326.0,0.0
123709,0.0,0.0,129.0,0.0
123790,0.0,0.0,418.0,0.0
123914,0.0,50.0,778.0,0.0
123969,0.0,0.0,157.0,0.0
124028,0.0,0.0,345.0,0.0
124073,0.0,0.0,332.0,0.0
124117,309.0,133.0,619.0,0.0
124153,0.0,0.0,336.0,0.0
124206,436.0,0.0,635.0,0.0
124233,0.0,0.0,181.0,0.0
124331,0.0,0.0,256.0,0.0
124411,0.0,99.0,191.0,0.0
124493,0.0,0.0,182.0,0.0
124563,0.0,0.0,155.0,0.0
124616,0.0,0.0,213.0,0.0
124634,0.0,84.0,721.0,0.0
124661,0.0,0.0,330.0,0.0
124723,0.0,0.0,363.0,0.0
124750,0.0,0.0,175.0,0.0
124803,0.0,0.0,319.0,0.0
124849,0.0,0.0,297.0,0.0
124885,0.0,80.0,501.0,0.0
124938,0.0,0.0,345.0,0.0
125016,193.0,48.0,589.0,0.0
125061,0.0,0.0,347.0,0.0
125098,0.0,0.0,228.0,0.0
125105,0.0,0.0,119.0,0.0
125114,0.0,0.0,113.0,0.0
125123,0.0,0.0,139.0,0.0
125132,0.0,0.0,134.0,0.0
125141,0.0,0.0,150.0,0.0
125150,0.0,0.0,167.0,0.0
125169,0.0,0.0,133.0,0.0
125178,0.0,0.0,508.0,0.0
125347,6497.0,637.0,6553.0,575.0
125374,0.0,0.0,77.0,0.0
125418,1288.0,236.0,1637.0,0.0
125472,3711.0,497.0,2802.0,0.0
125490,0.0,0.0,125.0,0.0
125542,625.0,121.0,1145.0,0.0
125588,0.0,0.0,163.0,0.0
125622,708.0,68.0,956.0,0.0
125659,0.0,0.0,128.0,0.0
125677,0.0,0.0,68.0,0.0
125757,0.0,0.0,65.0,0.0
125846,0.0,0.0,165.0,0.0
125873,0.0,0.0,181.0,0.0
125962,0.0,0.0,345.0,0.0
125999,0.0,0.0,158.0,0.0
126022,0.0,0.0,178.0,0.0
126077,0.0,0.0,142.0,0.0
126102,0.0,0.0,109.0,0.0
126148,224.0,0.0,228.0,0.0
126166,0.0,0.0,132.0,0.0
126228,0.0,0.0,92.0,0.0
126326,0.0,0.0,170.0,0.0
126380,0.0,0.0,127.0,0.0
126406,113.0,0.0,311.0,0.0
126433,0.0,0.0,203.0,0.0
126503,0.0,0.0,101.0,0.0
126585,0.0,0.0,300.0,0.0
126647,0.0,0.0,160.0,0.0
126674,0.0,0.0,69.0,0.0
126718,0.0,0.0,314.0,0.0
126772,0.0,0.0,141.0,0.0
126825,0.0,0.0,242.0,0.0
126905,0.0,0.0,61.0,0.0
126978,0.0,0.0,276.0,0.0
127019,0.0,0.0,402.0,0.0
127064,0.0,0.0,188.0,0.0
127126,0.0,0.0,135.0,0.0
127144,0.0,0.0,169.0,0.0
127171,0.0,0.0,237.0,0.0
127224,0.0,0.0,140.0,0.0
127251,0.0,0.0,191.0,0.0
127288,164.0,0.0,364.0,0.0
127322,0.0,0.0,134.0,0.0
127368,0.0,0.0,400.0,0.0
127386,317.0,0.0,323.0,0.0
127411,0.0,0.0,74.0,0.0
127493,0.0,0.0,284.0,0.0
127536,0.0,0.0,111.0,0.0
127563,0.0,0.0,65.0,0.0
127625,0.0,0.0,151.0,0.0
127689,0.0,0.0,210.0,0.0
127714,0.0,0.0,77.0,0.0
127750,0.0,0.0,189.0,0.0
127812,0.0,0.0,91.0,0.0
127858,0.0,0.0,87.0,0.0
127901,0.0,0.0,63.0,0.0
127938,0.0,0.0,121.0,0.0
127983,225.0,0.0,387.0,0.0
128052,0.0,0.0,199.0,0.0
128105,100.0,0.0,502.0,0.0
128178,0.0,0.0,236.0,0.0
128221,0.0,0.0,148.0,0.0
128301,0.0,0.0,129.0,0.0
128374,263.0,84.0,489.0,0.0
128436,0.0,0.0,56.0,0.0
128472,0.0,0.0,213.0,0.0
128524,0.0,0.0,170.0,0.0
128560,0.0,0.0,183.0,0.0
128588,0.0,0.0,286.0,0.0
128613,0.0,0.0,284.0,0.0
