,z1,z2,z3,z4
41,-0.04486666411874689,-0.0661958512734853,-0.02436234539668187,0.00379481349442493
42,-0.048870774308403156,-0.07209800261887053,-0.026550969380393932,0.004135725655892923
43,-0.043633726963574135,-0.06437847329323472,-0.023688428920758797,0.00368984054148024
44,-0.057219520187715804,-0.08440424779942447,-0.031114346660215876,0.0048465425086898235
45,-0.07260187898082346,-0.10707820164826501,-0.03952225697887517,0.006156205064475954
46,-0.06080090906702713,-0.08968329812300949,-0.03307191356646861,0.005151463943433923
47,-0.0752086603946173,-0.11092065794936626,-0.0409471089565411,0.0063781478792732955
48,-0.0742105684118584,-0.10944944720344912,-0.040401557523650954,0.006293169774508547
49,-0.03973529710150409,-0.05863209720329955,-0.02155756920641154,0.0033579260616932224
50,-0.06910268591185699,-0.10192030985669673,-0.03760961783768395,0.005858281826594833
51,-0.075373052015307,-0.11116297501339968,-0.04103696448666416,0.006392144272999257
52,-0.06963108754978817,-0.10269918613394698,-0.03789843918450813,0.0059032702349997015
53,-0.06655461579116663,-0.09816439536417884,-0.03621685712077627,0.005641337723842476
54,-0.06979547917047788,-0.10294150319798037,-0.03798829471463123,0.005917266628725658
55,-0.07577228880841054,-0.11175145931176653,-0.04125518505982019,0.00642613551490516
56,-0.04842456848081683,-0.07144028487363697,-0.0263070757986313,0.004097735444351036
57,-0.06333723692909679,-0.09342190425381068,-0.03445825603122467,0.0053674083037772834
58,-0.06394783437737281,-0.09432193906307762,-0.034792005143110386,0.0054193949090451275
59,-0.05449531618771505,-0.08038870788115651,-0.029625312161033486,0.004614602269802508
60,-0.006763034894598478,-0.01003021750288402,-0.0035351171645831223,0.0005506493772295153
61,-0.06238611398082067,-0.09201992695476023,-0.03393837760694112,0.0052864291686485244
62,-0.050397267929093235,-0.07434808964203792,-0.027385342160108225,0.004265692169062539
63,-0.04668671420495428,-0.0688786473395695,-0.02535717448018734,0.003949773567819473
64,-0.061035754239440985,-0.09002946535734294,-0.03320027860950158,0.005171458791613863
65,-0.053027533860128435,-0.07822516266657246,-0.028823030642077432,0.004489634468677878
66,-0.05320366773943883,-0.07848478809232258,-0.028919304424352154,0.004504630604812833
67,-0.030083160515294544,-0.04440462387219501,-0.016281765937756657,0.002536137801497649
68,-0.051712400894610835,-0.0762866261543052,-0.02810418640109283,0.0043776633188702075
69,-0.04793139361874773,-0.07071333368153676,-0.026037509208262064,0.004055746263173159
70,0.006153449588163696,0.009008980385455398,0.00352496020223002,-0.0005490672726672338
71,-0.022591599515292486,-0.03336188909695814,-0.012186921065005034,0.0018983021445575338
72,-0.06599098737737338,-0.09733359400177859,-0.035908781017497164,0.005593350088210615
73,-0.04528938542909183,-0.06681895229528552,-0.02459340247414122,0.0038308042211488225
74,-0.06266792818771728,-0.09243532763596034,-0.034092415658580705,0.0053104229864644505
