SIRUTA,F1,F2,F3,F4
100852,0.05918,-0.12113,0.14164,-0.73711
100870,0.11652,-0.40769,0.57044,0.52156
100923,0.66958,0.09716,1.20044,0.6091
100969,-0.99385,-0.86786,-0.52501,-0.20596
101001,-0.20327,0.12014,-0.59296,0.5667
101056,-0.20687,-0.53724,-0.65119,1.62978
101083,-0.35279,0.08381,0.46374,-0.87069
101145,-0.93859,-0.05537,-0.65586,-0.52028
101163,0.09997,-0.61739,-0.4755,0.3474
101190,1.03601,-1.09895,0.17452,-1.22732
101243,2.56503,1.91591,1.38035,1.8666
101298,1.12106,-0.9216,-0.36363,-1.32616
101341,-0.3235,0.04195,-0.39514,-0.79686
101378,1.08746,-0.47229,-0.79743,-0.52081
101458,-0.93255,-0.33392,0.35738,-0.6448
101519,-1.51835,1.46837,3.13096,1.59732
101564,-0.76273,0.53819,0.04987,-0.68058
101617,-0.55313,-0.69185,-0.20672,-0.18414
101662,-0.6403,-0.73958,0.42118,0.09224
101724,-0.0053,0.32656,0.24579,0.8
101742,-0.91654,-1.16808,0.31255,0.54034
101804,0.77277,1.42706,1.33726,0.72635
101822,-0.60056,0.14308,-0.2726,0.1011
101840,-0.65082,-0.39257,0.91054,-0.65399
101902,-0.82886,-0.80861,-0.85626,0.2646
101957,-0.69578,-0.79278,-0.54454,-0.10808
101984,-0.4344,-0.39308,0.19029,-0.07652
102035,0.0047,-0.50813,-0.51272,-0.60908
102071,-0.94852,1.74858,-0.92767,-0.49116
102106,-0.73484,-0.15009,-0.35404,-0.16163
102160,-0.91473,-0.85418,-0.76115,0.13147
102213,-0.74311,-0.86353,-0.53745,-0.3757
102240,-0.37642,0.67052,-1.08519,-0.24344
102286,-1.60571,0.27555,2.21754,-1.54458
102348,-0.20461,-0.4461,0.15476,-0.10661
102419,-0.44781,0.37615,-0.0698,0.73599
102446,0.17962,-1.24874,0.15331,1.28732
102473,-0.66021,-0.54934,-0.78744,-0.26692
102525,-0.6063,-0.80935,-0.29346,-0.48202
102543,-0.78056,-0.562,-0.73093,-0.31919
102570,-0.49142,-0.77158,0.07461,-0.72684
102605,-0.80554,-0.65344,-0.70667,-0.3387
102641,3.74498,-0.71961,-0.02245,-0.70663
102703,-0.64369,-0.08157,0.08907,-0.69351
102749,-0.33691,-0.59776,-0.0713,0.12236
102794,1.99496,-0.95806,-0.04507,0.87068
102838,0.06918,1.42423,-0.44414,0.11708
102909,-0.75017,-0.61824,-0.68466,-0.23726
102945,-1.28618,1.68096,-0.88532,-0.35311
103014,-0.64484,-0.12561,0.90681,-0.31849
103032,-0.43188,-0.20201,-0.26686,0.0542
103087,2.70866,-1.82672,0.78409,1.11713
103130,-0.55624,-0.81014,-0.4466,-0.25929
103194,1.75798,0.16141,0.46066,1.59106
103238,-0.9921,-0.14582,-0.08311,-0.42267
103283,-0.45721,0.70603,-0.43326,-0.51736
103309,-0.08246,0.76214,-0.40887,0.42551
103354,-0.09122,0.37621,0.22834,-0.16184
103372,0.80609,1.19184,0.53419,-1.62681
103407,-0.74143,-0.3409,0.22389,-0.48388
103443,-1.24093,-0.97116,-0.27052,2.15514
103470,-1.67458,4.22607,-1.67604,0.41239
103513,-0.21065,-0.49091,0.06377,-0.46205
103568,1.55553,2.26147,2.37758,1.07888
103639,0.06063,-0.13476,-0.4641,-0.48923
103693,-0.34477,1.03033,-1.05173,-0.22524
103764,2.52886,-0.24921,-0.78509,1.66982
103862,0.07892,-0.24898,-0.64536,0.01643
103899,-0.31477,1.17011,-1.27385,-0.32462
103960,-0.89379,0.31913,0.03853,0.39932
103997,-1.05383,-0.45517,0.69455,1.89823
104047,-1.30191,-0.16103,0.97993,1.27457
104083,0.77007,0.95563,-0.35729,-0.55762
104118,-0.76506,0.04022,0.8564,0.10271
104136,-0.95944,-0.13558,-0.53927,-0.44624
104181,-0.67503,-0.11331,1.00538,-0.60353
104225,-0.62083,0.56971,-0.12119,-0.58502
104243,-0.66936,-0.89849,-0.60145,-0.30627
104270,0.58726,-0.78358,0.367,-1.11241
104323,-0.13214,-0.7403,-0.2359,0.30721
104341,-0.14412,-0.0739,0.24954,0.26704
104387,-0.19575,0.37572,0.86538,0.84627
104421,-0.33914,-0.09344,-0.44722,-0.25567
104485,-0.13325,-0.72562,-0.84661,-0.21613
104519,1.09086,0.18061,-0.56003,-1.28979
104546,-1.06611,2.00658,-1.89199,-0.73958
104582,-0.48872,0.47221,-0.06556,-0.57949
104635,-1.41093,1.03828,1.54737,-0.47766
104680,-0.70756,-0.07259,-0.79466,-0.35147
104715,2.87733,2.27559,-0.2038,-0.64164
104751,-0.17285,-0.46716,0.77129,0.05894
104788,-0.11085,0.98832,2.25482,-0.93229
104831,0.58293,-1.00371,-0.4095,-0.23158
104886,1.73444,-0.20976,0.8243,-0.13767
104975,-0.65362,4.31369,-1.37039,-0.35579
105026,-0.02356,-0.65294,0.7513,0.5091
105106,-0.49334,0.33681,-0.61083,0.20092
105142,-0.11592,-0.13215,-0.07923,-0.91579
105160,-0.89225,-1.03986,0.97015,-0.85871
105222,0.566,0.24367,-0.27597,-0.10966
105259,1.75455,-0.27759,-0.87925,-1.51664
105295,2.76387,-0.59936,-0.90952,-1.69755
105348,0.04238,-0.38864,0.86805,0.93348
105384,-0.42228,-0.468,-0.51592,-0.45512
105419,1.4368,0.54722,0.67375,-0.79191
105455,0.48418,2.95234,-1.72091,-0.51613
105534,-0.58333,-0.35618,-0.06163,-0.29086
105570,-0.64162,-0.95087,-0.43889,-0.48606
105605,-0.67755,-0.5074,1.18072,0.54339
105623,1.42099,0.06527,1.57006,-0.2408
105712,-0.19041,0.00347,-0.32595,-0.19285
105776,-0.71923,-0.17012,1.20634,1.01251
105794,0.59326,-0.11087,1.43928,-0.10601
105829,0.53647,-0.5429,0.61828,-0.16308
105874,-0.84213,-0.58116,-0.16766,-0.17569
105909,0.28449,-0.25183,-0.68045,0.13497
105936,-1.47333,-1.1621,1.33787,0.80722
105972,0.67619,1.53534,0.49717,-0.14254
106318,-0.89752,-1.00158,-0.69664,-0.42561
106363,-0.82482,-0.43791,-0.63844,-0.62374
106407,-1.0094,-0.41649,-0.41184,-0.21483
106461,-0.20782,-0.00356,-0.85401,0.10721
106559,-0.50198,-0.84083,-0.27076,-0.36123
106620,-0.69902,0.43751,-0.09449,-0.66888
106648,0.69621,-0.56601,-0.74536,-0.43707
106684,-1.13365,0.24178,-0.45305,-0.12593
106746,-0.76126,-0.92804,-0.64812,-0.29484
106782,-0.82226,-0.85549,0.27109,-0.01137
106817,-0.41702,-0.37207,0.38975,0.63981
106979,-0.75352,-0.83508,-0.2566,-0.34336
107001,-0.89368,1.11476,-0.636,0.2752
107047,0.54134,-0.05738,0.03954,-0.80582
107083,-0.68001,0.43581,2.41147,1.12107
107118,0.56483,0.67938,0.08952,0.45688
107154,0.20514,-0.61849,0.04238,-0.34205
107190,0.86097,1.89654,-0.57078,-1.53941
107234,-1.25935,2.05537,2.74241,-0.29649
107270,-0.64803,-0.12204,1.70587,3.15509
107314,-0.09694,0.10292,-0.35814,-0.35871
107350,-0.69886,0.62638,-0.45603,0.23572
107403,1.44258,-0.70874,-0.32446,-0.12569
107430,0.46442,-0.19656,0.57202,-0.81382
107485,-0.95164,-0.11866,0.68554,0.59106
107519,0.60133,-0.35993,-0.71882,0.05687
107546,1.34327,-1.18322,0.67221,1.10032
107582,-0.50706,0.99422,2.01848,0.1421
107662,-0.01577,-1.05581,0.1622,-0.41006
107715,0.0861,-0.83435,0.93926,-1.19977
107733,-0.66195,-0.56825,-0.52379,-0.44233
107868,0.21191,-0.07441,-0.18339,-0.2884
107920,-0.11237,-0.19793,0.02068,-0.04678
107975,-0.56284,-0.29705,0.44744,-0.56623
108017,0.00492,-0.32442,-0.54296,-0.06195
108035,4.58793,-2.36565,0.34048,0.84457
108106,2.39412,1.04974,1.39596,0.63689
108151,-0.25532,-0.94482,-0.3263,0.94334
108204,0.86845,-0.04315,0.14129,0.55731
108222,-0.39975,-0.7112,-0.27479,0.00316
108240,-0.68117,0.4437,-0.79328,1.78549
108268,-0.92839,-0.1442,-0.44675,-0.53227
108348,-0.82662,-0.17276,-0.45116,-0.368
108366,-1.22919,-0.30991,6.0683,-1.79969
108400,-0.33419,-0.85203,-0.54861,-0.59714
108455,-0.46115,0.86276,-0.0639,-0.73825
108473,-0.31302,-0.31859,-0.06273,-0.2449
108491,-0.75325,-0.69604,0.03108,-0.07923
108552,-0.39599,-0.18625,-0.13754,0.19925
108598,0.03641,-0.63678,-0.4415,0.34983
108614,0.04734,0.12512,-0.42941,1.08215
108632,-0.61658,-0.38903,-0.49312,-0.25217
108669,-0.74862,-0.24006,0.28483,0.39621
108696,-0.67833,-0.76669,0.00812,-0.34891
108712,0.37042,-0.21009,0.03391,0.75643
108794,-0.33005,-0.53642,-0.54561,-0.52126
108874,-0.82205,-0.24774,-0.10284,0.00541
108892,-0.33318,-0.17478,-0.61141,-0.54587
108918,-0.55693,0.75808,-0.45925,0.15148
108945,-0.86264,-0.15103,0.40934,-0.59545
108963,-0.72293,-0.90864,-0.61328,-0.33677
109005,-0.10611,-0.67441,0.37851,1.468
109041,-0.19852,-0.31345,-0.50598,-0.40425
109096,-0.55577,-0.54221,-0.51648,-0.1842
109176,-0.95389,-0.85794,-0.52777,-0.37518
109265,-0.54993,-0.8633,-0.33604,0.34605
109354,-0.09075,-0.4761,-0.29958,-0.31796
109425,1.38709,-0.40563,-0.25897,0.74748
109504,-0.75002,-0.65746,0.11704,-0.38812
109773,-0.99409,-0.79603,-0.54474,-0.52005
109826,-0.9601,1.85222,-1.41539,-0.43014
109924,-0.76786,-0.26528,-0.35978,-0.32148
110027,-0.51102,-0.23044,0.44116,1.15355
110063,0.25045,-0.34959,-0.82301,-0.35575
110116,-0.80472,-0.55131,-0.40391,-0.38024
110232,-0.33896,-0.37777,-0.21719,-0.47695
110296,0.01072,-0.05668,-0.13304,-0.16612
110456,2.39869,0.68391,-1.09967,0.84548
110535,-0.52376,0.38456,-0.79904,2.23997
110571,-0.31747,-0.42643,3.12283,3.26353
110688,1.0699,3.38128,-0.6522,-1.55305
110740,0.7115,-0.83726,2.92504,0.2198
110820,1.20415,-0.63981,0.90454,-0.76052
110875,3.06935,-0.44735,0.64948,-0.07176
110946,-0.51557,-0.17848,1.30596,-0.20923
111006,0.38539,-0.14261,-0.28488,-0.62744
111097,-0.74362,-0.02528,2.15437,-1.38115
111275,-0.44533,0.02889,-0.2845,0.47843
111417,2.77096,2.08172,0.28084,-2.25036
111444,-0.41579,-0.45403,0.08265,1.04488
111480,0.03163,-0.26851,0.38218,-1.20151
111550,3.20749,-0.33372,-0.6515,-0.41947
111685,2.03889,0.72277,-0.46119,-1.21342
111783,-0.81181,1.13055,-0.09227,-0.42316
111863,0.2538,-0.35465,-0.86467,-0.35019
111916,0.21268,2.39478,-0.76585,-0.32004
112030,1.56692,-0.24377,-0.15628,-0.17507
112076,-0.80092,0.39475,0.67658,0.4383
112129,1.73996,0.6149,-0.29499,0.70325
112245,-0.49747,-0.68709,0.11172,-0.58567
112263,1.0129,1.53141,-0.02382,-0.22692
112334,1.43919,0.50826,0.1396,-0.55534
112370,-0.41006,-0.15917,-0.12165,-0.23002
112469,-0.40061,-0.65433,-0.14717,-0.41221
112548,0.16881,-0.97556,2.09927,1.0234
112600,1.55461,2.08332,1.8673,-1.22149
112664,-0.41589,0.60875,0.40306,-0.77789
112744,2.43253,1.63938,0.16844,-0.86851
112771,-0.57718,-0.429,1.86551,2.77439
112879,1.98376,-0.0754,-0.78086,-1.97051
112904,-0.39885,-0.12357,1.24008,-1.25582
112959,-0.17543,3.56282,0.61217,1.28798
112995,2.74031,-0.01758,-1.31331,0.25838
113206,2.73509,-0.72046,1.13206,-0.0484
113233,0.01909,-0.32849,0.22799,-0.43241
113395,2.85787,3.68617,-1.90284,0.02519
113466,1.11422,0.05334,-0.54371,-0.41987
113493,0.38951,-0.13399,-0.17828,0.61887
113607,0.46767,0.00167,-0.78013,0.14346
113625,1.16124,-0.08176,2.13485,-1.1046
113698,-0.20121,-0.28871,2.22362,2.40154
113732,1.64595,-0.95911,-1.61596,4.93477
113849,1.0855,-0.8288,1.45399,0.62735
113894,-0.31378,2.26363,2.79418,2.28603
113929,2.02136,1.19048,0.60886,-1.9884
113974,4.73218,-1.54136,0.26023,3.55728
114060,1.28915,1.95636,2.01289,-3.0306
114079,-0.43674,4.08973,2.57817,-3.11601
114319,-0.94485,-0.51759,-0.95012,-0.48025
114355,-0.28128,-0.75117,-0.46014,-0.46315
114382,-0.75796,-0.54311,-0.59198,-0.44656
114417,-0.84977,-0.89034,-0.57671,-0.28657
114453,-0.67155,-0.81031,-0.59496,-0.36304
114514,-0.85371,-0.84014,-0.48734,-0.26178
114603,1.44946,-0.71701,0.0236,-1.78589
114710,-0.86682,-0.92729,-0.57868,-0.29601
114809,-0.8485,-0.90503,-0.55149,-0.38266
114854,0.14358,-0.76371,-0.6229,-0.52795
114925,-0.78911,-0.96532,-0.655,-0.39599
114970,-0.41661,-0.64635,-0.45262,0.44982
115076,-0.53146,-0.40137,0.1332,0.08793
115147,-0.39994,-0.71948,-0.51665,-0.37511
115183,1.61223,-1.04705,-0.31255,-0.82599
115236,-0.86769,1.14022,0.62024,0.06029
115307,-0.45452,-0.59847,-0.70729,0.36566
115389,-0.17477,-0.16858,-0.56504,-0.52195
115520,-0.39406,-0.55325,-0.24344,-0.59106
115575,0.88212,-0.30151,-0.41123,-0.50338
115637,2.2938,1.21994,0.18276,1.18965
115708,-0.11833,-0.79035,1.17149,0.7697
115771,0.23584,-1.01936,2.84404,-0.55096
115824,-0.32499,-0.77341,-0.06726,0.26616
115851,-0.57066,-0.14595,-0.58182,-0.50326
115897,-0.11949,-1.08529,0.4335,0.53217
115959,-0.46599,-0.43689,-0.30543,-0.63256
116046,-0.02378,-1.0353,-0.14968,0.71185
116126,-0.07817,-0.27917,-0.12141,0.85379
116171,0.98908,0.32918,0.74608,-0.56697
116224,2.28192,1.63403,-1.0162,1.95269
116288,-0.77044,-0.59412,-0.44094,-0.42212
116340,4.02229,1.98707,1.7674,0.58576
116395,1.25195,-0.20031,0.12439,0.64139
116439,-1.07665,1.18664,0.41814,-0.25131
116493,-0.41285,1.80713,-1.35965,-0.34073
116545,-0.88099,-0.34495,-0.14539,-0.15806
116590,-0.41762,-0.22717,-0.44812,0.12679
116652,-1.28265,0.30878,1.00634,-0.6826
116723,0.02633,0.95503,0.31871,-1.18126
116796,-0.29979,-0.34514,-0.24997,0.3839
116867,0.45912,-0.50801,-0.36885,-0.47122
116938,0.5469,-1.01062,-0.92217,-0.5954
116983,-0.41615,-0.77068,-0.09689,-0.35904
117042,-0.13048,-0.50356,-0.54718,-0.06531
117113,2.0323,-1.29743,0.55742,0.62439
117177,-0.69616,-0.22514,-0.71428,-0.34084
117275,-0.09773,-0.37911,0.14336,-0.12796
117319,-0.50125,-0.68053,-0.41506,-0.33693
117426,0.0286,-0.26837,0.27772,-0.57813
117505,-0.83615,1.08725,-0.74214,0.50027
117550,-0.16638,-0.74955,-0.36081,-0.02279
117667,-0.29478,0.96074,-0.76333,0.06908
117783,-0.05024,0.31366,-1.02638,-0.28739
117827,-0.89241,-0.44435,-0.48428,-0.46076
117925,-1.07764,1.34925,-1.45803,-0.57245
117998,-0.20076,0.45746,-0.44459,-0.65469
118058,0.37897,-0.86952,-0.1999,-0.33152
118094,0.44732,1.29866,-0.31537,-0.21601
118209,-0.21873,0.32628,-0.53616,-0.30672
118281,-0.74462,-0.93387,-0.51144,-0.24526
118370,-0.56856,1.15662,-0.49812,0.19861
118469,2.22165,-0.82352,-1.40645,2.23908
118511,5.50018,1.63036,3.0755,-4.3719
118575,-0.4448,0.40099,-0.14357,-0.36348
118637,-0.7033,1.55928,2.42041,1.31346
118691,-0.35053,-0.1364,-0.29558,-0.28243
118753,-0.11557,-0.88716,0.01879,0.35201
118799,-1.03873,0.84441,-0.46566,-0.20898
118824,-0.90263,1.28526,0.31851,0.02938
118931,-0.47193,-0.64672,-0.2512,-0.14627
118995,-0.50741,-0.67813,-0.51751,-0.3239
119153,1.78425,-1.46328,-0.95642,2.10732
119206,-0.40224,-0.38458,-0.62738,-0.45701
119242,-0.46063,-0.61175,-0.55708,0.16598
119331,-0.48004,-0.43932,-0.15885,-0.1364
119386,-0.63615,-0.37841,-0.0413,0.78468
119466,1.84074,0.33783,1.617,1.24603
119527,-0.4373,-0.02923,0.18944,0.37237
119590,0.50162,0.02072,0.14829,0.79258
119625,0.49881,-0.38131,-0.33954,1.20279
119661,-0.3708,0.0825,-0.29698,-0.36829
119723,-0.85264,-0.34646,-0.39911,0.16585
119750,0.03312,-0.66847,1.27915,-0.11231
119803,0.20053,0.94255,0.55764,-1.53594
119858,0.48721,0.97908,3.49799,1.38427
119894,-0.72857,-0.88434,-0.48709,-0.42788
119974,0.50026,-0.52971,0.26341,1.12243
120076,-0.0641,-0.48312,-0.13143,-0.55904
120138,4.98424,-1.01558,-0.51968,-2.79943
120218,2.43818,0.7976,-1.37828,4.99609
120254,-0.54284,0.26641,-0.25515,-0.45096
120316,0.42005,0.58221,-0.43911,-0.98227
120343,0.74943,1.74012,0.53998,-0.22685
120370,-0.19359,-0.31522,-0.5244,-0.55119
120478,1.994,-0.60964,1.84294,0.16324
120487,-0.60129,-0.3141,-0.34325,-0.27157
120496,0.50051,-0.04905,0.42266,-1.30378
120502,1.31046,1.84066,0.20821,1.1244
120511,-0.37678,-0.07961,-0.02492,0.95112
120726,-1.00849,-0.99155,-0.62182,-0.40025
120771,-0.45121,-0.93244,-0.63481,-0.23137
120824,0.33639,-0.56295,-0.36094,0.19116
120860,-0.74463,-0.90572,-0.60828,-0.47646
120888,-0.11066,-0.78785,-0.06131,-0.86653
120922,-0.80825,-0.82761,-0.43346,-0.17992
120968,-0.41808,-0.78635,-0.62478,-0.39933
121055,-0.90665,-0.88563,-0.60217,-0.36732
121108,-0.67165,-0.37682,-0.51329,-0.36294
121153,-1.17873,0.01904,1.35656,1.47173
121242,0.03464,-0.64247,-0.56884,-0.39641
121297,0.12365,-0.27563,0.88022,0.2066
121340,0.28472,-0.81192,-0.31494,0.24819
121386,-0.15963,0.27194,-0.1167,0.3702
121466,-0.57816,0.40963,-0.21845,0.30298
121607,0.54388,-0.59211,-0.79014,0.50608
121652,0.03675,-0.52315,-0.22472,-0.48834
121732,-0.28588,-0.72482,-0.53857,-0.34866
121796,-0.08765,-0.44905,-0.2833,-0.57333
121876,-0.46733,0.31044,-0.61374,1.51275
121938,-0.41486,0.74567,0.96876,-0.40416
122025,-0.34006,-0.39604,-0.40346,0.14981
122061,-0.21626,-1.00316,0.59532,1.01376
122132,-0.69749,-0.27311,-0.27619,-0.22896
122187,-0.32418,-0.10029,-0.21498,0.08268
122249,1.13292,0.28629,0.1137,0.31813
122285,-0.16795,-0.49894,-0.34132,-0.40901
122347,0.07686,-0.4469,-0.77792,0.17829
122392,-0.21199,-0.39911,0.10947,2.32261
122463,-0.08679,-0.47344,-0.61512,-0.29488
122551,-0.36045,-0.23271,0.06447,0.12444
122613,0.10804,0.26589,-0.32103,0.14932
122668,-0.49139,-0.69604,-0.28245,-0.1279
122702,-0.68211,-0.76464,-0.43781,-0.34785
122828,-0.47234,-0.05078,0.10901,-0.47872
122864,-0.52553,-0.57168,1.78729,-0.47206
122908,-0.64366,-0.42886,-0.57504,-0.08977
122953,-0.8494,0.47935,0.03856,0.39055
123013,-1.15793,1.0459,2.23594,-0.88804
123102,-0.77664,0.08211,-0.36085,-0.04222
123175,0.71599,-0.59735,-0.57479,0.69256
123228,0.16337,0.23261,-0.6598,-0.52298
123255,2.80649,-2.18132,1.4973,4.98623
123371,-0.14976,-0.42433,0.39132,0.69247
123424,-0.22761,-0.68049,-0.06322,-0.12201
123479,-0.65204,-0.67249,0.71434,0.04052
123521,0.33475,-0.84233,0.11924,-0.48164
123601,-0.21177,-0.39687,-0.48533,-0.68472
123674,-0.64783,-0.66464,-0.39207,-0.42222
123709,1.66001,0.1011,-0.09572,-1.02829
123790,-1.02038,-0.23353,-0.29687,0.56991
123914,-0.85802,-0.62286,-0.28407,-0.46854
123969,1.31987,0.969,0.60691,1.30806
124028,-0.47393,-0.66843,0.10975,-0.24799
124073,-0.12723,0.16161,-0.57005,0.17127
124117,0.0395,-0.70744,-0.69579,-0.50158
124153,-0.8294,-0.12021,1.33298,-1.38546
124206,-0.1873,-0.75354,-0.16853,0.03628
124233,2.96072,-0.55266,-1.13628,-0.97641
124331,1.35521,-0.71412,-1.50591,3.44544
124411,0.52024,-0.12277,-0.63884,-0.59295
124493,-0.33845,1.54728,0.19042,0.31642
124563,-0.27389,0.22976,0.44376,-0.85398
124616,0.16189,0.5286,-0.86021,-0.35849
124634,-0.67287,-0.43173,-0.56539,-0.25582
124661,0.59507,-0.74721,0.34585,-0.05633
124723,-0.81677,-0.50231,0.66486,0.31076
124750,-0.0996,-0.1297,-0.30482,-0.37038
124803,-0.82139,0.73508,0.47106,0.01785
124849,-0.24468,-0.27688,0.1256,0.50051
124938,-0.91383,-0.84491,-0.63303,-0.45786
125016,-0.78377,-0.49631,-0.68024,-0.3041
125061,-0.69647,-0.41303,-0.48322,0.12578
125098,1.27018,-0.89267,0.93336,0.14545
125105,-0.28897,-0.40358,-0.19516,-0.12612
125114,-0.68466,0.18599,3.92477,2.24849
125123,1.00972,-0.0833,-0.1997,-1.08797
125132,-1.00705,1.57973,4.82108,0.59331
125150,0.04118,-0.21558,-0.45685,-0.43324
125169,-0.02053,-0.08948,-0.22266,-0.41505
125178,1.07956,-0.29671,-0.38734,5.30774
125347,-0.73402,-0.88727,-0.66346,-0.42252
125374,-0.3212,-0.85107,-0.33379,-0.15691
125418,-0.99103,-0.28134,-0.2121,-0.59959
125472,-0.96017,-0.5155,-0.75315,0.00069
125490,-1.03779,0.97402,4.83329,0.97963
125542,-0.81586,-0.79573,-0.46579,-0.23587
125588,-1.45915,4.76547,-0.80789,0.15253
125622,-0.76138,-0.14183,-0.49611,-0.33761
125659,0.13569,0.6795,-0.81563,0.2266
125677,0.51677,1.36353,0.977,-0.78819
125757,-0.25489,4.29858,0.39615,-1.60128
125846,1.23185,-0.67707,0.75439,4.53168
125873,0.6499,1.0456,-0.87613,-1.28041
125962,0.02241,0.90323,-0.28255,-1.05897
125999,-0.28916,-0.8613,-0.18172,-0.58435
126022,-0.42537,1.78782,0.54654,-0.05229
126077,-0.02745,0.30023,0.40377,0.71909
126102,0.75421,0.58473,-1.12265,0.00866
126148,-0.0652,0.25262,-0.40433,0.77449
126166,-0.2154,-0.18831,0.47241,-0.75541
126228,-0.13308,0.25213,-0.2613,-0.9175
126326,3.13823,0.1922,-0.35993,-0.93132
126380,0.20456,0.8257,-0.30741,-0.3653
126406,-0.95766,2.6085,0.78085,0.50275
126433,-0.55629,0.15684,-0.23155,-0.31657
126503,0.19016,0.00095,-0.43182,0.29785
126585,0.32341,1.53562,-1.59996,-0.14147
126647,-0.6865,-0.25742,0.35917,-0.4711
126674,1.94382,-0.29308,-0.45553,2.00684
126718,0.32171,-0.70578,0.86086,-0.67275
126772,0.46781,1.48961,-1.05202,-0.31107
126905,-0.57453,1.70724,1.49457,1.63975
126978,-0.33327,-0.9051,2.62462,-0.98762
127019,0.28914,-0.26424,0.2073,0.98975
127064,1.56888,-0.96768,-0.82688,-0.36866
127126,0.80246,-0.86092,0.60402,-0.1654
127144,0.85051,-0.51197,1.13752,-0.13009
127171,-0.28546,-0.28914,-0.58002,-0.24725
127224,1.0476,-0.61863,-0.02973,-1.19597
127251,0.22529,-0.60412,-0.5344,0.21293
127288,-0.6293,0.67665,-0.01007,-0.04264
127322,1.00968,1.86327,-0.0793,-1.40468
127368,-0.75232,-0.26355,-0.54731,-0.32699
127386,0.15833,0.94313,-0.28115,-0.00159
127411,0.92111,0.47034,2.84484,-0.84564
127493,-0.38626,0.51535,-0.72905,1.08855
127536,0.92819,0.39765,2.35583,2.51162
127563,-0.43512,0.13478,2.49481,0.88469
127625,0.02709,0.35926,0.98015,-0.78341
127689,-0.63549,0.5441,-0.94419,-0.2096
127714,0.16298,0.8199,-0.18164,-0.54591
127750,0.81584,0.17752,0.60485,0.00836
127812,-1.35076,1.32299,1.19082,-0.36844
127858,-1.44969,-0.18801,2.74105,2.2925
127901,0.48351,1.3397,0.12756,0.37035
127938,-0.37049,0.40646,0.154,1.11944
127983,-0.54898,-0.47233,-0.43994,-0.36875
128052,0.12319,-0.71439,-0.04106,-0.8626
128105,-0.04295,0.06753,-1.19602,-0.06283
128178,-1.42979,0.11711,4.19444,-0.73674
128221,0.16783,-0.70447,-0.0468,-0.85163
128374,-1.00095,-0.28781,0.30767,0.90425
128436,-0.51117,1.56886,2.13062,2.25857
128472,0.4804,-0.31782,1.17311,1.41807
128524,2.10632,-1.66789,2.04723,1.27754
128560,-0.69691,-0.05608,0.03946,-0.34229
128588,0.98731,-0.79539,-0.15557,0.12567
128613,-0.66353,-0.70871,1.2034,0.65159
128659,-0.94559,-0.2769,1.59998,3.59484
128711,-0.77444,-0.16221,0.88306,1.00511
128864,0.45345,-0.03583,1.60003,-0.5857
128962,-0.33869,0.502,1.59155,-1.40751
129040,0.70361,0.00286,1.48468,0.18124
129095,0.12643,1.59599,0.24634,-0.97162
129111,-0.07461,0.27539,-0.11839,-0.82852
129139,-0.36608,0.6369,-0.67307,0.29651
129184,1.56108,0.09507,-0.87297,-1.39291
129246,1.42312,-0.39258,1.71398,-0.98352
129282,0.27304,0.45057,-0.27906,1.30607
129317,-0.66185,2.58244,1.58798,0.20741
129380,-0.28259,2.89453,-0.76197,0.11377
129460,-0.57503,-0.01065,-0.66954,0.11132
129503,0.2303,1.69949,3.52118,-2.35642
129567,0.29331,0.09416,1.57269,-1.07365
129585,1.3553,1.20483,-1.35207,0.45604
129629,-0.22217,1.72561,1.23563,0.74071
129656,-0.59127,-0.7555,0.04853,-0.38
129718,-0.58245,1.10587,0.22759,1.0119
129745,-0.37997,0.77707,-0.41671,0.19632
129763,0.48102,-0.24845,1.17196,1.448
129816,-0.50277,-0.30727,-0.18107,0.02773
129898,-0.86678,1.11373,1.22846,-0.17763
129914,-0.20834,-0.4518,0.07212,-0.22279
129987,-0.2813,0.76664,0.15446,-0.8567
130026,1.03399,-0.98909,0.86672,1.57474
130062,-0.70283,1.0349,-0.93328,2.07938
130124,0.18276,-0.67588,2.04591,-0.85539
130231,0.98135,-0.25489,0.91253,-1.16817
130286,0.32205,1.69567,-0.66384,-0.73823
130295,0.02037,-0.2339,0.74181,-0.12302
130302,-0.56109,-0.85088,0.87105,1.86565
130311,-0.03209,0.03696,0.58189,-0.93245
130320,-0.74614,-0.26907,2.71517,0.62508
130339,-0.23926,1.01038,-0.28288,2.3677
130348,3.77803,3.43322,-1.90995,1.65769
130357,-1.44237,1.76852,2.45156,-0.16574
130366,-0.47563,-0.08814,-0.27883,-0.24892
130375,-0.38997,0.06458,2.17914,0.21528
130384,0.21953,4.19685,-0.55619,0.37904
130534,-0.89744,-0.96621,-0.76634,-0.38432
130552,-0.58456,-0.18095,-1.10498,-0.34995
130614,0.29787,-0.70854,-0.54572,-0.29759
130678,-0.83905,-0.93621,-0.60619,-0.04633
130712,0.56169,-0.97565,-0.76732,-0.58921
130785,-0.92309,-0.40303,-0.66552,-0.43379
130847,-1.03807,0.53527,-0.00101,1.09193
130892,-0.67467,-0.63508,-0.42441,-0.25486
130954,-1.08349,1.63544,-1.73688,-0.02388
130981,-0.77648,-0.90549,-0.69276,-0.3897
131069,-0.26801,0.02986,-0.16345,-0.06117
131103,-0.66016,-0.4997,-0.28505,-0.12246
131210,-0.3796,1.42215,-1.66663,-0.43831
