Siruta,Localitate,Categorie_Max,Categorie_Min
124073,Romani,Barbati_45-64,Barbati_18-24
124117,Oras Roznov,Barbati_45-64,Femei_18-24
124153,Sagna,Barbati_45-64,Barbati_18-24
124206,Sabaoani,Barbati_45-64,Femei_18-24
124233,Secuieni,Barbati_45-64,Femei_18-24
124331,Stanita,Barbati_45-64,Femei_18-24
124411,Stefan Cel Mare,Barbati_45-64,Femei_18-24
124493,Tarcau,Barbati_45-64,Femei_18-24
124563,Tasca,Femei_45-64,Femei_18-24
124616,Tazlau,Barbati_45-64,Femei_18-24
124634,Tamaseni,Femei_45-64,Barbati_18-24
124661,Timisesti,Barbati_45-64,Femei_18-24
124723,Trifesti,Barbati_45-64,Femei_18-24
124750,Tupilati,Barbati_45-64,Barbati_18-24
124803,Tibucani,Barbati_45-64,Barbati_18-24
124849,Urecheni,Barbati_45-64,Femei_18-24
124885,Valea Ursului,Barbati_45-64,Barbati_18-24
124938,Alexandru Cel Bun,Barbati_45-64,Femei_18-24
125016,Vanatori-Neamt,Barbati_45-64,Femei_18-24
125061,Zanesti,Barbati_45-64,Femei_18-24
125098,Dochia,Barbati_45-64,Femei_18-24
125105,Ruginoasa,Barbati_45-64,Femei_18-24
125114,Ghindaoani,Barbati_45-64,Barbati_25-34
125123,Valeni,Barbati_45-64,Femei_18-24
125132,Draganesti,Barbati_45-64,Femei_18-24
125141,Pancesti,Barbati_45-64,Femei_18-24
125150,Gadinti,Barbati_45-64,Femei_18-24
125169,Negresti,Barbati_45-64,Barbati_18-24
125178,Boghicea,Barbati_45-64,Femei_18-24
125347,Municipiul Slatina,Femei_45-64,Femei_18-24
125374,Slatioara,Barbati_45-64,Femei_18-24
125418,Oras Bals,Femei_45-64,Femei_18-24
125472,Municipiul Caracal,Barbati_45-64,Femei_18-24
125490,Draghiceni,Barbati_45-64,Femei_18-24
125542,Oras Corabia,Barbati_45-64,Femei_18-24
125588,Garcov,Barbati_45-64,Barbati_18-24
125622,Oras Draganesti-Olt,Barbati_45-64,Femei_18-24
125659,Babiciu,Barbati_45-64,Femei_18-24
125677,Baldovinesti,Barbati_45-64,Femei_18-24
125757,Barasti,Barbati_45-64,Femei_18-24
125846,Barza,Barbati_45-64,Barbati_18-24
125873,Bobicesti,Barbati_45-64,Femei_18-24
125962,Brastavatu,Barbati_45-64,Femei_18-24
125999,Brebeni,Barbati_45-64,Femei_18-24
126022,Brancoveni,Barbati_45-64,Femei_18-24
126077,Bucinisu,Barbati_45-64,Femei_18-24
126102,Cezieni,Barbati_45-64,Femei_18-24
126148,Cilieni,Barbati_45-64,Femei_18-24
126166,Carlogani,Barbati_45-64,Femei_18-24
126228,Colonesti,Barbati_45-64,Femei_18-24
126326,Corbu,Barbati_45-64,Femei_18-24
126380,Coteana,Barbati_45-64,Femei_18-24
126406,Crampoia,Barbati_45-64,Femei_18-24
126433,Curtisoara,Barbati_45-64,Femei_18-24
126503,Cungrea,Barbati_45-64,Femei_18-24
126585,Daneasa,Barbati_45-64,Barbati_18-24
126647,Deveselu,Barbati_45-64,Femei_18-24
126674,Dobretu,Barbati_45-64,Femei_18-24
126718,Dobrosloveni,Barbati_45-64,Barbati_18-24
126772,Dobroteasa,Barbati_45-64,Femei_18-24
126825,Dobrun,Barbati_45-64,Femei_18-24
126905,Fagetelu,Barbati_45-64,Barbati_18-24
126978,Falcoiu,Barbati_45-64,Femei_18-24
127019,Farcasele,Barbati_45-64,Barbati_18-24
127064,Ganeasa,Barbati_45-64,Femei_18-24
127126,Giuvarasti,Barbati_45-64,Femei_25-34
127144,Gostavatu,Barbati_45-64,Femei_18-24
127171,Gradinari,Barbati_45-64,Femei_25-34
127224,Grojdibodu,Barbati_45-64,Femei_18-24
127251,Ianca,Barbati_45-64,Femei_18-24
127288,Iancu Jianu,Barbati_45-64,Femei_18-24
127322,Icoana,Barbati_45-64,Femei_18-24
127368,Izbiceni,Barbati_45-64,Femei_18-24
127386,Izvoarele,Barbati_45-64,Femei_25-34
127411,Leleasca,Barbati_45-64,Femei_18-24
127493,Maruntei,Barbati_45-64,Femei_18-24
127536,Mihaesti,Barbati_45-64,Femei_18-24
127563,Milcov,Barbati_45-64,Femei_18-24
127625,Morunglav,Barbati_45-64,Femei_18-24
127689,Movileni,Barbati_45-64,Femei_18-24
127714,Nicolae Titulescu,Femei_65_,Femei_18-24
127750,Obarsia,Barbati_45-64,Femei_18-24
127812,Oboga,Barbati_45-64,Femei_18-24
127858,Oporelu,Barbati_45-64,Femei_25-34
127901,Optasi-Magura,Barbati_45-64,Barbati_18-24
127938,Orlea,Barbati_45-64,Femei_18-24
127983,Osica De Sus,Barbati_45-64,Femei_18-24
128052,Perieti,Barbati_45-64,Femei_18-24
128105,Oras Piatra-Olt,Barbati_45-64,Femei_18-24
128178,Parscoveni,Barbati_45-64,Femei_18-24
128221,Plesoiu,Barbati_45-64,Femei_18-24
128301,Poboru,Barbati_45-64,Femei_18-24
128374,Oras Potcoava,Barbati_45-64,Femei_18-24
128436,Priseaca,Barbati_45-64,Femei_18-24
128472,Radomiresti,Barbati_45-64,Femei_18-24
128524,Redea,Barbati_45-64,Femei_18-24
128560,Rotunda,Barbati_45-64,Barbati_18-24
128588,Rusanesti,Barbati_45-64,Barbati_18-24
128613,Scarisoara,Barbati_45-64,Femei_18-24
128659,Schitu,Barbati_45-64,Femei_18-24
128711,Oras Scornicesti,Barbati_45-64,Femei_18-24
128864,Seaca,Barbati_45-64,Femei_18-24
128882,Samburesti,Barbati_45-64,Femei_18-24
128962,Spineni,Barbati_45-64,Barbati_18-24
129040,Sprancenata,Barbati_45-64,Femei_18-24
129095,Stoenesti,Barbati_45-64,Femei_18-24
129111,Stoicanesti,Barbati_45-64,Femei_25-34
129139,Strejesti,Barbati_45-64,Femei_18-24
129184,Studina,Barbati_45-64,Barbati_18-24
129246,Serbanesti,Barbati_45-64,Femei_18-24
129282,Stefan Cel Mare,Femei_65_,Femei_18-24
129317,Tatulesti,Barbati_45-64,Femei_18-24
129380,Teslui,Barbati_45-64,Femei_18-24
129460,Tia Mare,Barbati_45-64,Femei_18-24
129503,Topana,Femei_65_,Femei_18-24
129567,Traian,Barbati_45-64,Femei_18-24
129585,Tufeni,Barbati_45-64,Femei_25-34
129629,Urzica,Barbati_45-64,Barbati_18-24
129656,Valea Mare,Barbati_45-64,Femei_18-24
129718,Vadastra,Barbati_45-64,Barbati_18-24
129745,Vadastrita,Barbati_45-64,Femei_25-34
129763,Valeni,Barbati_45-64,Barbati_18-24
129816,Verguleasa,Barbati_45-64,Barbati_18-24
129898,Visina,Barbati_45-64,Femei_18-24
129914,Vitomiresti,Barbati_45-64,Barbati_18-24
129987,Valcele,Barbati_45-64,Femei_18-24
130026,Vladila,Barbati_45-64,Femei_18-24
130062,Voineasa,Barbati_45-64,Femei_18-24
130124,Vulpeni,Barbati_45-64,Femei_18-24
130231,Vulturesti,Barbati_45-64,Femei_18-24
130286,Balteni,Barbati_45-64,Femei_18-24
130295,Calui,Femei_45-64,Femei_18-24
130302,Gavanesti,Femei_45-64,Femei_18-24
130311,Ghimpeteni,Barbati_45-64,Barbati_18-24
130320,Gradinile,Barbati_45-64,Femei_18-24
130339,Gura Padinii,Barbati_45-64,Barbati_18-24
130348,Ipotesti,Barbati_45-64,Femei_18-24
130357,Osica De Jos,Barbati_45-64,Femei_18-24
130366,Sarbii - Magura,Barbati_45-64,Femei_18-24
130375,Visina Noua,Barbati_45-64,Femei_18-24
130384,Soparlita,Barbati_45-64,Femei_18-24
130534,Municipiul Ploiesti,Femei_45-64,Femei_18-24
130552,Barcanesti,Barbati_45-64,Femei_18-24
130614,Berceni,Barbati_45-64,Barbati_18-24
130678,Blejoi,Barbati_45-64,Femei_18-24
130712,Brazi,Barbati_45-64,Femei_18-24
130785,Bucov,Barbati_45-64,Barbati_18-24
130847,Paulesti,Barbati_45-64,Femei_18-24
130892,Targsoru Vechi,Barbati_45-64,Femei_18-24
130954,Oras Azuga,Femei_45-64,Barbati_18-24
130981,Oras Baicoi,Barbati_45-64,Barbati_18-24
131069,Oras Boldesti-Scaeni,Barbati_45-64,Femei_18-24
131103,Oras Breaza,Femei_45-64,Femei_18-24
131210,Oras Busteni,Barbati_45-64,Femei_18-24
131256,Municipiul Campina,Femei_45-64,Femei_18-24
131274,Poiana Campina,Femei_45-64,Femei_18-24
131336,Oras Comarnic,Barbati_45-64,Femei_18-24
131407,Oras Mizil,Femei_45-64,Femei_18-24
131443,Oras Plopeni,Barbati_45-64,Femei_18-24
131461,Dumbravesti,Barbati_45-64,Femei_18-24
131540,Oras Sinaia,Femei_45-64,Barbati_18-24
131577,Oras Slanic,Barbati_45-64,Femei_18-24
131620,Oras Urlati,Barbati_45-64,Femei_18-24
131817,Oras Valenii De Munte,Femei_45-64,Femei_18-24
131835,Gura Vitioarei,Barbati_45-64,Femei_18-24
131899,Adunati,Barbati_45-64,Femei_18-24
131933,Albesti-Paleologu,Barbati_45-64,Femei_18-24
131988,Alunis,Barbati_45-64,Femei_18-24
132011,Apostolache,Barbati_45-64,Femei_25-34
132075,Aricestii Rahtivani,Barbati_45-64,Femei_18-24
132137,Aricestii Zeletin,Barbati_45-64,Barbati_18-24
132164,Baba Ana,Barbati_45-64,Femei_18-24
132226,Balta Doamnei,Barbati_45-64,Femei_18-24
132271,Baltesti,Barbati_45-64,Femei_18-24
132315,Banesti,Barbati_45-64,Femei_18-24
132342,Bertea,Femei_45-64,Femei_25-34
132379,Boldesti-Gradistea,Barbati_45-64,Femei_18-24
132404,Brebu,Femei_45-64,Femei_18-24
132459,Calugareni,Barbati_45-64,Femei_35-44
132486,Carbunesti,Barbati_45-64,Femei_18-24
132510,Ceptura,Barbati_45-64,Femei_25-34
132574,Cerasu,Barbati_45-64,Femei_18-24
132645,Chiojdeanca,Barbati_45-64,Femei_18-24
132681,Ciorani,Barbati_45-64,Femei_18-24
132716,Cocorastii Mislii,Barbati_45-64,Femei_18-24
132752,Colceag,Barbati_45-64,Femei_25-34
132805,Cornu,Femei_45-64,Femei_18-24
132841,Cosminele,Barbati_45-64,Femei_18-24
132896,Drajna,Barbati_45-64,Femei_18-24
133018,Draganesti,Barbati_45-64,Femei_18-24
133090,Dumbrava,Barbati_45-64,Femei_18-24
133161,Filipestii De Padure,Barbati_45-64,Femei_18-24
133214,Filipestii De Targ,Barbati_45-64,Femei_18-24
133278,Fantanele,Barbati_45-64,Femei_18-24
133330,Floresti,Femei_45-64,Femei_18-24
133394,Fulga,Barbati_45-64,Femei_18-24
133429,Gherghita,Barbati_45-64,Femei_18-24
133508,Gorgota,Barbati_45-64,Femei_18-24
133562,Gornet,Barbati_45-64,Barbati_18-24
133615,Gornet-Cricov,Barbati_45-64,Femei_18-24
133688,Gura Vadului,Femei_45-64,Barbati_18-24
133722,Iordacheanu,Barbati_45-64,Barbati_18-24
133795,Izvoarele,Femei_45-64,Femei_18-24
133866,Jugureni,Femei_65_,Femei_18-24
133919,Lapos,Barbati_45-64,Femei_18-24
133964,Lipanesti,Barbati_45-64,Femei_25-34
134014,Magurele,Barbati_45-64,Femei_25-34
134050,Magureni,Femei_45-64,Femei_18-24
134096,Maneciu,Barbati_45-64,Femei_18-24
134194,Manesti,Barbati_45-64,Femei_18-24
134336,Pacureti,Barbati_45-64,Femei_18-24
134390,Plopu,Barbati_45-64,Femei_18-24
134443,Podenii Noi,Barbati_45-64,Femei_18-24
134559,Poienarii Burchii,Barbati_45-64,Femei_18-24
134648,Posesti,Barbati_45-64,Femei_18-24
134755,Predeal-Sarari,Barbati_45-64,Barbati_18-24
134853,Provita De Jos,Barbati_45-64,Femei_18-24
134899,Provita De Sus,Barbati_45-64,Barbati_18-24
134942,Puchenii Mari,Barbati_45-64,Barbati_18-24
135020,Rafov,Barbati_45-64,Femei_18-24
135128,Salcia,Barbati_45-64,Barbati_25-34
135146,Salciile,Femei_65_,Barbati_18-24
135164,Scorteni,Barbati_45-64,Barbati_18-24
135226,Secaria,Barbati_45-64,Femei_18-24
135244,Sangeru,Barbati_45-64,Femei_18-24
135315,Starchiojd,Barbati_45-64,Femei_18-24
135404,Surani,Barbati_45-64,Femei_18-24
135431,Sirna,Barbati_45-64,Femei_18-24
135501,Soimari,Barbati_45-64,Barbati_18-24
135547,Sotrile,Barbati_45-64,Femei_18-24
135618,Stefesti,Barbati_45-64,Femei_18-24
135654,Talea,Femei_45-64,Femei_18-24
135681,Tataru,Barbati_45-64,Barbati_18-24
135725,Teisani,Barbati_45-64,Barbati_18-24
135789,Telega,Barbati_45-64,Femei_18-24
135850,Tinosu,Barbati_45-64,Barbati_18-24
135896,Tomsani,Barbati_45-64,Femei_18-24
135949,Valea Calugareasca,Barbati_45-64,Femei_18-24
136107,Valea Doftanei,Barbati_45-64,Barbati_18-24
136134,Varbilau,Barbati_45-64,Femei_18-24
136198,Valcanesti,Barbati_45-64,Barbati_18-24
136241,Cocorastii Colt,Barbati_45-64,Femei_18-24
136250,Olari,Barbati_45-64,Femei_18-24
136269,Vadu Sapat,Barbati_45-64,Femei_25-34
136278,Batrani,Barbati_45-64,Femei_18-24
136483,Municipiul Satu Mare,Femei_45-64,Femei_18-24
136526,Municipiul Carei,Femei_45-64,Barbati_18-24
136553,Capleni,Femei_45-64,Barbati_18-24
136599,Oras Negresti-Oas,Femei_45-64,Barbati_18-24
136642,Oras Tasnad,Femei_45-64,Femei_18-24
136713,Acas,Barbati_45-64,Barbati_65_
136768,Andrid,Barbati_45-64,Barbati_18-24
136802,Apa,Barbati_45-64,Femei_18-24
136848,Oras Ardud,Barbati_45-64,Barbati_18-24
136919,Batarci,Femei_45-64,Barbati_18-24
136964,Beltiug,Barbati_45-64,Barbati_18-24
137032,Berveni,Barbati_45-64,Femei_18-24
137069,Bixad,Barbati_45-64,Femei_18-24
137103,Barsau,Barbati_45-64,Barbati_18-24
137130,Bogdand,Barbati_45-64,Barbati_18-24
137185,Botiz,Barbati_45-64,Barbati_18-24
137229,Calinesti-Oas,Barbati_45-64,Barbati_18-24
137274,Camarzana,Barbati_45-64,Femei_25-34
137292,Cauas,Barbati_45-64,Femei_18-24
137363,Cehal,Barbati_45-64,Femei_18-24
137407,Certeze,Barbati_45-64,Femei_18-24
137443,Craidorolt,Barbati_45-64,Barbati_18-24
137504,Crucisor,Barbati_45-64,Femei_18-24
137540,Culciu,Barbati_45-64,Barbati_18-24
137611,Doba,Barbati_45-64,Barbati_18-24
137675,Dorolt,Barbati_45-64,Femei_18-24
137728,Foieni,Femei_45-64,Barbati_18-24
137746,Gherta Mica,Femei_45-64,Barbati_18-24
137764,Halmeu,Barbati_45-64,Barbati_18-24
137844,Hodod,Barbati_45-64,Barbati_18-24
137899,Homoroade,Barbati_45-64,Femei_25-34
137960,Lazuri,Barbati_45-64,Femei_18-24
138039,Oras Livada,Barbati_45-64,Femei_18-24
138084,Mediesu Aurit,Barbati_45-64,Barbati_18-24
138164,Micula,Barbati_45-64,Femei_18-24
138208,Moftin,Barbati_45-64,Femei_18-24
138280,Odoreu,Barbati_45-64,Femei_18-24
138351,Orasu Nou,Barbati_45-64,Barbati_18-24
138431,Paulesti,Barbati_45-64,Femei_18-24
138501,Petresti,Femei_45-64,Barbati_18-24
138538,Pir,Barbati_45-64,Barbati_18-24
138574,Piscolt,Barbati_45-64,Femei_18-24
138618,Pomi,Barbati_45-64,Barbati_18-24
138663,Sanislau,Barbati_45-64,Femei_18-24
138734,Santau,Barbati_45-64,Barbati_18-24
138770,Sacaseni,Femei_45-64,Barbati_18-24
138805,Sauca,Barbati_45-64,Barbati_65_
138869,Socond,Barbati_45-64,Femei_18-24
138921,Supur,Barbati_45-64,Femei_18-24
139009,Tarna Mare,Barbati_45-64,Femei_18-24
139054,Terebesti,Barbati_45-64,Femei_18-24
139107,Tiream,Barbati_45-64,Femei_18-24
139143,Tarsolt,Femei_45-64,Femei_25-34
139170,Turt,Barbati_45-64,Femei_18-24
139214,Turulung,Barbati_45-64,Barbati_18-24
139250,Urziceni,Femei_45-64,Femei_18-24
139287,Valea Vinului,Barbati_45-64,Femei_18-24
139330,Vama,Barbati_45-64,Barbati_18-24
139358,Vetis,Barbati_45-64,Femei_18-24
139394,Viile Satu Mare,Barbati_45-64,Barbati_18-24
139704,Municipiul Zalau,Femei_45-64,Femei_18-24
139740,Oras Cehu Silvaniei,Barbati_45-64,Femei_18-24
139811,Oras Jibou,Barbati_45-64,Femei_18-24
139884,Oras Simleu Silvaniei,Barbati_45-64,Femei_18-24
139937,Agrij,Barbati_45-64,Barbati_18-24
139982,Almasu,Barbati_45-64,Barbati_18-24
140084,Babeni,Barbati_45-64,Femei_18-24
140146,Balan,Barbati_45-64,Femei_18-24
140208,Banisor,Barbati_45-64,Femei_18-24
140244,Benesat,Barbati_45-64,Femei_18-24
140280,Bobota,Barbati_45-64,Femei_18-24
140324,Bocsa,Barbati_45-64,Barbati_18-24
140379,Buciumi,Barbati_45-64,Barbati_18-24
140440,Camar,Femei_45-64,Barbati_18-24
140477,Carastelec,Femei_65_,Femei_18-24
140501,Chiesd,Barbati_45-64,Femei_18-24
140547,Cizer,Barbati_65_,Femei_18-24
140583,Coseiu,Barbati_45-64,Femei_18-24
140627,Crasna,Femei_45-64,Femei_18-24
140672,Creaca,Barbati_45-64,Barbati_18-24
140770,Cristolt,Barbati_45-64,Femei_25-34
140823,Criseni,Barbati_45-64,Femei_18-24
140869,Cuzaplac,Barbati_45-64,Femei_18-24
140958,Dobrin,Barbati_45-64,Femei_18-24
141027,Dragu,Barbati_45-64,Femei_18-24
141081,Fildu De Jos,Barbati_45-64,Femei_18-24
141134,Galgau,Barbati_45-64,Femei_18-24
141232,Garbou,Barbati_45-64,Femei_18-24
141312,Halmasd,Barbati_45-64,Femei_18-24
141376,Hereclean,Barbati_45-64,Femei_18-24
141447,Hida,Barbati_45-64,Barbati_18-24
141535,Horoatu Crasnei,Barbati_45-64,Femei_25-34
141580,Ileanda,Barbati_45-64,Femei_18-24
141722,Ip,Barbati_45-64,Femei_18-24
141786,Letca,Barbati_45-64,Femei_25-34
141884,Lozna,Femei_65_,Barbati_18-24
141946,Marca,Barbati_45-64,Femei_25-34
142006,Maeriste,Barbati_45-64,Barbati_18-24
142079,Mesesenii De Jos,Barbati_45-64,Femei_18-24
142122,Mirsid,Barbati_45-64,Femei_18-24
142177,Napradea,Barbati_45-64,Femei_18-24
142239,Nusfalau,Femei_45-64,Femei_18-24
142284,Pericei,Barbati_45-64,Barbati_18-24
142337,Plopis,Barbati_45-64,Femei_18-24
142373,Poiana Blenchii,Barbati_45-64,Barbati_18-24
142426,Romanasi,Barbati_45-64,Femei_18-24
142499,Rus,Barbati_45-64,Femei_18-24
142550,Salatig,Femei_45-64,Femei_18-24
142612,Sag,Barbati_45-64,Femei_18-24
142676,Sanmihaiu Almasului,Barbati_45-64,Femei_18-24
142710,Somes-Odorhei,Barbati_45-64,Barbati_18-24
142774,Surduc,Barbati_45-64,Barbati_18-24
142854,Samsud,Barbati_45-64,Barbati_18-24
142881,Sarmasag,Barbati_45-64,Barbati_18-24
142952,Valcau De Jos,Barbati_45-64,Femei_18-24
143021,Varsolt,Barbati_45-64,Barbati_18-24
143067,Zalha,Barbati_45-64,Femei_18-24
143147,Zimbor,Barbati_25-34,Femei_18-24
143450,Municipiul Sibiu,Femei_45-64,Barbati_18-24
143487,Cristian,Barbati_45-64,Femei_18-24
143502,Poplaca,Barbati_45-64,Femei_18-24
143520,Rasinari,Barbati_45-64,Femei_18-24
143557,Selimbar,Barbati_35-44,Femei_18-24
143619,Municipiul Medias,Barbati_45-64,Femei_18-24
143646,Tarnava,Barbati_45-64,Femei_18-24
143682,Oras Agnita,Barbati_45-64,Femei_18-24
143735,Oras Cisnadie,Barbati_45-64,Femei_18-24
143771,Oras Copsa Mica,Barbati_45-64,Barbati_18-24
143806,Oras Dumbraveni,Barbati_45-64,Femei_18-24
143851,Oras Ocna Sibiului,Barbati_45-64,Femei_18-24
143888,Altina,Barbati_45-64,Femei_18-24
143922,Apoldu De Jos,Barbati_45-64,Barbati_18-24
143959,Arpasu De Jos,Barbati_45-64,Femei_18-24
143995,Atel,Barbati_45-64,Femei_18-24
144054,Oras Avrig,Barbati_45-64,Barbati_18-24
144116,Axente Sever,Barbati_45-64,Femei_18-24
144152,Bazna,Barbati_45-64,Femei_18-24
144198,Biertan,Barbati_45-64,Barbati_18-24
144232,Barghis,Barbati_45-64,Barbati_18-24
144303,Blajel,Barbati_45-64,Barbati_18-24
144349,Brateiu,Femei_45-64,Femei_18-24
144376,Bradeni,Barbati_45-64,Femei_18-24
144410,Bruiu,Barbati_45-64,Barbati_18-24
144456,Chirpar,Barbati_45-64,Barbati_18-24
144508,Carta,Femei_45-64,Barbati_18-24
144535,Cartisoara,Barbati_45-64,Barbati_18-24
144553,Darlos,Barbati_45-64,Femei_25-34
144599,Gura Raului,Barbati_45-64,Barbati_18-24
144615,Hoghilag,Barbati_45-64,Barbati_18-24
144651,Iacobeni,Barbati_45-64,Femei_18-24
144713,Jina,Barbati_45-64,Femei_18-24
144731,Laslea,Barbati_45-64,Barbati_18-24
144795,Loamnes,Barbati_45-64,Femei_25-34
144866,Ludos,Barbati_45-64,Femei_18-24
144893,Marpod,Barbati_45-64,Femei_18-24
144928,Oras Miercurea Sibiului,Barbati_45-64,Femei_18-24
144964,Merghindeal,Barbati_45-64,Barbati_18-24
144991,Micasasa,Barbati_45-64,Barbati_18-24
145042,Mihaileni,Barbati_45-64,Barbati_18-24
145104,Mosna,Barbati_45-64,Barbati_18-24
145140,Nocrich,Barbati_45-64,Femei_18-24
145202,Orlat,Barbati_45-64,Barbati_18-24
145220,Pauca,Barbati_45-64,Femei_25-34
145275,Poiana Sibiului,Femei_45-64,Femei_18-24
145293,Porumbacu De Jos,Barbati_45-64,Femei_18-24
145355,Racovita,Barbati_45-64,Femei_25-34
145382,Rau Sadului,Femei_45-64,Barbati_18-24
145408,Rosia,Barbati_45-64,Femei_18-24
145471,Sadu,Femei_45-64,Barbati_18-24
145499,Oras Saliste,Barbati_45-64,Femei_18-24
145603,Slimnic,Barbati_45-64,Barbati_18-24
145667,Seica Mare,Barbati_45-64,Femei_18-24
145738,Seica Mica,Barbati_45-64,Femei_18-24
145765,Sura Mare,Barbati_45-64,Barbati_18-24
145792,Sura Mica,Barbati_45-64,Barbati_18-24
145827,Oras Talmaciu,Barbati_45-64,Barbati_18-24
145907,Tilisca,Barbati_45-64,Femei_18-24
145934,Turnu Rosu,Femei_45-64,Femei_18-24
145961,Valea Viilor,Femei_45-64,Barbati_18-24
145998,Vurpar,Barbati_45-64,Barbati_18-24
146012,Alma,Barbati_45-64,Femei_18-24
146021,Boita,Barbati_45-64,Femei_18-24
146263,Municipiul Suceava,Femei_45-64,Femei_18-24
146281,Ipotesti,Barbati_45-64,Femei_18-24
146325,Mitocu Dragomirnei,Barbati_45-64,Femei_18-24
146370,Oras Salcea,Barbati_45-64,Femei_18-24
146432,Scheia,Barbati_45-64,Femei_18-24
146502,Municipiul Campulung Moldovenesc,Femei_45-64,Femei_18-24
146539,Municipiul Falticeni,Femei_45-64,Femei_18-24
146584,Oras Gura Humorului,Femei_45-64,Femei_18-24
146628,Municipiul Radauti,Femei_45-64,Femei_18-24
146655,Oras Siret,Barbati_45-64,Barbati_18-24
146708,Oras Solca,Barbati_45-64,Femei_18-24
146744,Municipiul Vatra Dornei,Femei_45-64,Femei_18-24
146799,Adancata,Barbati_45-64,Femei_18-24
146860,Arbore,Barbati_45-64,Femei_18-24
146904,Baia,Femei_45-64,Femei_18-24
146931,Oras Milisauti,Barbati_45-64,Barbati_18-24
146995,Balcauti,Barbati_45-64,Femei_18-24
147036,Bilca,Barbati_45-64,Femei_25-34
147054,Bogdanesti,Barbati_45-64,Barbati_25-34
147072,Boroaia,Barbati_45-64,Femei_18-24
147134,Bosanci,Barbati_45-64,Femei_18-24
147161,Botosana,Barbati_45-64,Barbati_18-24
147205,Breaza,Barbati_45-64,Femei_25-34
147241,Brodina,Barbati_45-64,Femei_18-24
147358,Oras Brosteni,Barbati_45-64,Barbati_18-24
147465,Bunesti,Barbati_45-64,Barbati_18-24
147526,Cacica,Femei_45-64,Femei_18-24
147580,Calafindesti,Barbati_45-64,Femei_18-24
147633,Oras Cajvana,Barbati_45-64,Femei_65_
147660,Ilisesti,Barbati_45-64,Femei_18-24
147713,Carlibaba,Barbati_45-64,Barbati_18-24
147786,Cornu Luncii,Femei_45-64,Femei_25-34
147884,Crucea,Barbati_45-64,Barbati_25-34
147937,Darmanesti,Barbati_45-64,Femei_18-24
148006,Oras Dolhasca,Barbati_45-64,Femei_18-24
148097,Dolhesti,Barbati_45-64,Barbati_18-24
148131,Dorna-Arini,Barbati_45-64,Femei_18-24
148202,Dorna Candrenilor,Barbati_45-64,Barbati_18-24
148293,Dornesti,Barbati_45-64,Femei_35-44
148328,Dragoiesti,Barbati_45-64,Femei_18-24
148382,Draguseni,Barbati_45-64,Barbati_18-24
148426,Dumbraveni,Barbati_45-64,Barbati_18-24
148453,Fantanele,Barbati_45-64,Femei_18-24
148514,Forasti,Barbati_45-64,Femei_18-24
148612,Oras Frasin,Barbati_45-64,Femei_18-24
148667,Fratautii Noi,Barbati_45-64,Femei_18-24
148694,Fratautii Vechi,Barbati_45-64,Femei_18-24
148729,Frumosu,Barbati_45-64,Femei_18-24
148765,Fundu Moldovei,Barbati_45-64,Barbati_18-24
148872,Galanesti,Barbati_45-64,Barbati_18-24
148916,Gramesti,Barbati_45-64,Femei_18-24
148970,Granicesti,Barbati_45-64,Femei_25-34
149049,Horodniceni,Barbati_45-64,Barbati_18-24
149101,Horodnic De Jos,Barbati_45-64,Femei_18-24
149138,Iacobeni,Barbati_45-64,Barbati_18-24
149183,Izvoarele Sucevei,Barbati_45-64,Femei_18-24
149227,Oras Liteni,Barbati_45-64,Femei_25-34
149290,Marginea,Barbati_45-64,Barbati_18-24
149316,Malini,Barbati_45-64,Femei_18-24
149370,Manastirea Humorului,Barbati_45-64,Femei_18-24
149414,Moara,Barbati_45-64,Barbati_18-24
149502,Moldova-Sulita,Barbati_45-64,Barbati_18-24
149539,Moldovita,Barbati_45-64,Barbati_18-24
149584,Musenita,Barbati_45-64,Barbati_18-24
149655,Ostra,Femei_45-64,Barbati_18-24
149682,Panaci,Barbati_45-64,Femei_25-34
149753,Paltinoasa,Barbati_45-64,Femei_18-24
149780,Partestii De Jos,Barbati_45-64,Femei_25-34
149833,Patrauti,Barbati_45-64,Femei_18-24
149851,Poiana Stampei,Barbati_45-64,Barbati_18-24
149931,Pojorata,Barbati_45-64,Femei_18-24
149968,Preutesti,Barbati_45-64,Femei_18-24
150043,Putna,Barbati_45-64,Femei_18-24
150070,Radaseni,Barbati_45-64,Femei_18-24
150114,Rasca,Barbati_45-64,Femei_18-24
150178,Sadova,Barbati_45-64,Femei_18-24
150196,Satu Mare,Barbati_45-64,Barbati_18-24
150221,Siminicea,Barbati_45-64,Femei_25-34
150258,Slatina,Barbati_45-64,Barbati_18-24
150294,Straja,Femei_45-64,Femei_18-24
150310,Stroiesti,Barbati_45-64,Barbati_18-24
150356,Stulpicani,Barbati_45-64,Barbati_18-24
150418,Sucevita,Femei_45-64,Femei_25-34
150445,Saru Dornei,Barbati_45-64,Femei_18-24
150524,Todiresti,Barbati_45-64,Barbati_18-24
150588,Udesti,Barbati_45-64,Femei_18-24
150702,Ulma,Barbati_45-64,Femei_18-24
150766,Vadu Moldovei,Femei_45-64,Barbati_18-24
150891,Valea Moldovei,Barbati_45-64,Femei_18-24
150935,Vama,Barbati_45-64,Barbati_18-24
150980,Vatra Moldovitei,Barbati_45-64,Femei_18-24
151022,Veresti,Barbati_45-64,Femei_18-24
