Siruta,Localitate,Categorie_Max,Categorie_Min
65113,Arcus,Barbati_45-64,Barbati_18-24
65121,Bixad,Femei_45-64,Femei_18-24
65139,Micfalau,Femei_45-64,Barbati_18-24
65147,Dalnic,Barbati_45-64,Barbati_18-24
65154,Estelnic,Barbati_45-64,Femei_18-24
65342,Municipiul Targoviste,Femei_45-64,Femei_18-24
65379,Aninoasa,Barbati_45-64,Femei_18-24
65413,Doicesti,Barbati_45-64,Femei_18-24
65431,Razvad,Barbati_45-64,Femei_18-24
65477,Sotanga,Barbati_45-64,Barbati_18-24
65501,Ulmi,Barbati_45-64,Femei_18-24
65609,Oras Fieni,Femei_45-64,Barbati_18-24
65645,Motaieni,Barbati_45-64,Femei_18-24
65681,Oras Gaesti,Femei_45-64,Barbati_18-24
65707,Gura Foii,Barbati_45-64,Femei_18-24
65752,Petresti,Barbati_45-64,Barbati_18-24
65841,Municipiul Moreni,Femei_45-64,Femei_18-24
65869,Iedera,Barbati_45-64,Femei_18-24
65921,Oras Pucioasa,Femei_45-64,Barbati_18-24
66009,Branesti,Femei_45-64,Barbati_18-24
66081,Oras Titu,Barbati_45-64,Femei_18-24
66152,Branistea,Barbati_45-64,Barbati_18-24
66198,Baleni,Barbati_45-64,Femei_18-24
66223,Barbuletu,Barbati_45-64,Femei_18-24
66330,Bezdead,Barbati_45-64,Femei_18-24
66401,Bilciuresti,Barbati_45-64,Femei_18-24
66438,Buciumeni,Femei_45-64,Barbati_18-24
66474,Bucsani,Barbati_45-64,Femei_18-24
66526,Candesti,Barbati_45-64,Barbati_18-24
66580,Cobia,Barbati_45-64,Femei_18-24
66697,Cojasca,Barbati_45-64,Barbati_65_
66731,Comisani,Barbati_45-64,Barbati_18-24
66768,Contesti,Barbati_45-64,Femei_18-24
66857,Corbii Mari,Barbati_45-64,Femei_18-24
66955,Cornatelu,Barbati_45-64,Femei_18-24
67014,Cornesti,Barbati_45-64,Femei_18-24
67121,Costestii Din Vale,Barbati_45-64,Femei_18-24
67167,Crangurile,Barbati_45-64,Femei_18-24
67256,Darmanesti,Barbati_45-64,Femei_18-24
67292,Dobra,Barbati_45-64,Barbati_18-24
67327,Dragodana,Barbati_45-64,Femei_18-24
67407,Dragomiresti,Barbati_45-64,Femei_18-24
67470,Finta,Barbati_45-64,Femei_18-24
67522,Glodeni,Barbati_45-64,Femei_18-24
67595,Gura Ocnitei,Barbati_45-64,Femei_18-24
67648,Gura Sutii,Barbati_45-64,Femei_18-24
67675,Hulubesti,Barbati_45-64,Femei_18-24
67737,I. L. Caragiale,Barbati_45-64,Femei_18-24
67773,Lucieni,Barbati_45-64,Femei_18-24
67835,Ludesti,Barbati_45-64,Femei_18-24
67906,Lunguletu,Barbati_45-64,Femei_18-24
67942,Malu Cu Flori,Barbati_45-64,Barbati_18-24
68002,Manesti,Barbati_45-64,Femei_18-24
68048,Matasaru,Barbati_45-64,Femei_18-24
68128,Mogosani,Barbati_45-64,Femei_18-24
68182,Moroeni,Barbati_45-64,Femei_18-24
68253,Morteni,Barbati_45-64,Femei_18-24
68280,Nucet,Femei_45-64,Femei_18-24
68324,Ocnita,Barbati_45-64,Barbati_18-24
68342,Odobesti,Barbati_45-64,Femei_18-24
68404,Pietrosita,Barbati_45-64,Femei_18-24
68431,Poiana,Barbati_45-64,Barbati_18-24
68468,Potlogi,Barbati_45-64,Femei_18-24
68529,Produlesti,Barbati_45-64,Femei_18-24
68565,Pucheni,Barbati_45-64,Barbati_25-34
68627,Oras Racari,Barbati_45-64,Barbati_18-24
68716,Runcu,Barbati_45-64,Femei_18-24
68789,Salcioara,Barbati_45-64,Femei_18-24
68887,Selaru,Barbati_45-64,Femei_18-24
68921,Tatarani,Barbati_45-64,Femei_18-24
68976,Uliesti,Barbati_45-64,Femei_18-24
69063,Valea Lunga,Barbati_45-64,Femei_18-24
69170,Valea Mare,Barbati_45-64,Femei_18-24
69250,Vacaresti,Barbati_45-64,Femei_18-24
69303,Valeni-Dambovita,Barbati_45-64,Barbati_18-24
69330,Visina,Barbati_45-64,Femei_18-24
69394,Visinesti,Barbati_45-64,Barbati_18-24
69447,Varfuri,Barbati_45-64,Femei_18-24
69526,Voinesti,Barbati_45-64,Femei_18-24
69615,Vulcana-Bai,Femei_45-64,Barbati_18-24
69900,Municipiul Craiova,Barbati_45-64,Femei_18-24
69964,Bucovat,Barbati_45-64,Barbati_18-24
70094,Isalnita,Barbati_45-64,Femei_18-24
70110,Podari,Barbati_45-64,Femei_18-24
70174,Simnicu De Sus,Barbati_45-64,Femei_18-24
70316,Municipiul Bailesti,Barbati_45-64,Femei_18-24
70352,Municipiul Calafat,Barbati_45-64,Femei_18-24
70414,Oras Filiasi,Barbati_45-64,Femei_18-24
70502,Oras Segarcea,Barbati_45-64,Femei_18-24
70520,Afumati,Barbati_45-64,Femei_18-24
70566,Almaj,Barbati_45-64,Femei_18-24
70637,Amarastii De Jos,Femei_45-64,Barbati_18-24
70673,Amarastii De Sus,Barbati_45-64,Femei_18-24
70726,Apele Vii,Barbati_45-64,Femei_18-24
70744,Argetoaia,Barbati_45-64,Femei_18-24
70879,Oras Bechet,Barbati_45-64,Barbati_18-24
70897,Bistret,Barbati_45-64,Femei_18-24
70940,Barca,Barbati_45-64,Femei_18-24
70968,Botosesti-Paia,Femei_65_,Barbati_18-24
70986,Brabova,Barbati_45-64,Femei_18-24
71055,Bradesti,Barbati_45-64,Femei_18-24
71126,Bralostita,Barbati_45-64,Femei_18-24
71199,Bratovoesti,Barbati_45-64,Femei_18-24
71260,Breasta,Barbati_45-64,Barbati_18-24
71340,Bulzesti,Barbati_45-64,Femei_18-24
71457,Calopar,Barbati_45-64,Femei_18-24
71518,Caraula,Barbati_45-64,Femei_18-24
71536,Carpen,Barbati_45-64,Femei_18-24
71572,Castranova,Barbati_45-64,Femei_18-24
71607,Calarasi,Barbati_45-64,Femei_18-24
71634,Celaru,Barbati_45-64,Femei_18-24
71698,Cerat,Barbati_45-64,Femei_18-24
71723,Cernatesti,Barbati_45-64,Femei_18-24
71787,Cetate,Barbati_45-64,Barbati_18-24
71812,Cioroiasi,Barbati_45-64,Femei_18-24
71858,Ciupercenii Noi,Barbati_45-64,Femei_18-24
71885,Cosoveni,Barbati_45-64,Femei_18-24
71910,Cotofenii Din Dos,Femei_45-64,Barbati_18-24
71956,Daneti,Barbati_45-64,Femei_18-24
72007,Oras Dabuleni,Barbati_45-64,Femei_18-24
72034,Desa,Barbati_45-64,Femei_18-24
72052,Diosti,Barbati_45-64,Femei_18-24
72098,Dobresti,Barbati_45-64,Femei_18-24
72150,Dragotesti,Barbati_45-64,Barbati_18-24
72221,Dranic,Barbati_45-64,Femei_18-24
72276,Farcas,Barbati_45-64,Barbati_18-24
72383,Galicea Mare,Barbati_45-64,Femei_18-24
72409,Ghercesti,Barbati_45-64,Femei_18-24
72463,Gighera,Barbati_45-64,Femei_18-24
72506,Giubega,Barbati_45-64,Femei_18-24
72533,Giurgita,Barbati_45-64,Femei_18-24
72579,Gangiova,Barbati_45-64,Femei_18-24
72604,Gogosu,Femei_65_,Femei_25-34
72640,Goicea,Femei_65_,Femei_18-24
72677,Goiesti,Barbati_45-64,Femei_18-24
72819,Grecesti,Barbati_45-64,Femei_18-24
72882,Izvoare,Barbati_45-64,Femei_18-24
72926,Leu,Barbati_45-64,Femei_18-24
72953,Lipovu,Barbati_45-64,Femei_18-24
72980,Macesu De Jos,Barbati_45-64,Femei_18-24
73013,Macesu De Sus,Femei_65_,Barbati_18-24
73031,Maglavit,Barbati_45-64,Femei_18-24
73068,Malu Mare,Barbati_45-64,Barbati_18-24
73102,Melinesti,Barbati_45-64,Femei_18-24
73246,Mischii,Barbati_45-64,Femei_18-24
73317,Marsani,Barbati_45-64,Barbati_18-24
73335,Motatei,Barbati_45-64,Femei_18-24
73371,Murgasi,Barbati_45-64,Femei_18-24
73460,Negoi,Barbati_45-64,Femei_18-24
73503,Orodel,Barbati_45-64,Femei_18-24
73567,Ostroveni,Barbati_45-64,Femei_18-24
73594,Perisor,Femei_45-64,Barbati_18-24
73629,Pielesti,Barbati_45-64,Femei_18-24
73665,Piscu Vechi,Barbati_45-64,Femei_18-24
73709,Plenita,Barbati_45-64,Femei_18-24
73736,Poiana Mare,Barbati_45-64,Femei_18-24
73772,Predesti,Barbati_45-64,Femei_18-24
73852,Radovan,Barbati_45-64,Femei_18-24
73905,Rast,Barbati_45-64,Femei_18-24
73923,Robanesti,Barbati_45-64,Femei_18-24
73996,Sadova,Barbati_45-64,Femei_18-24
74028,Salcuta,Barbati_45-64,Femei_18-24
74073,Scaesti,Femei_45-64,Barbati_18-24
74108,Seaca De Camp,Barbati_45-64,Femei_18-24
74135,Seaca De Padure,Femei_65_,Femei_18-24
74171,Secu,Barbati_45-64,Femei_18-24
74224,Silistea Crucii,Barbati_65_,Femei_18-24
74242,Sopot,Barbati_45-64,Femei_18-24
74322,Teasc,Barbati_45-64,Femei_18-24
74359,Terpezita,Barbati_45-64,Femei_18-24
74411,Teslui,Barbati_45-64,Femei_18-24
74509,Tuglui,Barbati_45-64,Barbati_18-24
74536,Unirea,Barbati_45-64,Femei_18-24
74554,Urzicuta,Barbati_45-64,Femei_18-24
74581,Valea Stanciului,Barbati_45-64,Femei_18-24
74616,Vela,Barbati_45-64,Femei_18-24
74705,Verbita,Barbati_45-64,Femei_18-24
74732,Vartop,Barbati_45-64,Femei_18-24
74750,Varvoru De Jos,Barbati_45-64,Femei_18-24
74842,Catane,Femei_65_,Femei_18-24
74859,Carcea,Barbati_45-64,Femei_18-24
74867,Carna,Barbati_45-64,Femei_18-24
74875,Cotofenii Din Fata,Barbati_45-64,Femei_18-24
74883,Dobrotesti,Barbati_45-64,Femei_25-34
74891,Galiciuica,Barbati_45-64,Barbati_18-24
74907,Ghidici,Femei_65_,Barbati_18-24
74915,Ghindeni,Barbati_45-64,Femei_18-24
74923,Intorsura,Barbati_45-64,Femei_18-24
74931,Plesoi,Barbati_45-64,Barbati_18-24
74949,Rojiste,Barbati_45-64,Femei_18-24
74956,Talpas,Barbati_45-64,Barbati_18-24
75098,Municipiul Galati,Femei_45-64,Femei_18-24
75114,Sendreni,Barbati_45-64,Barbati_18-24
75150,Vanatori,Barbati_45-64,Femei_18-24
75203,Municipiul Tecuci,Barbati_45-64,Femei_18-24
75221,Draganesti,Barbati_45-64,Femei_18-24
75258,Munteni,Barbati_45-64,Femei_18-24
75338,Oras Beresti,Barbati_45-64,Barbati_18-24
75356,Beresti-Meria,Barbati_45-64,Barbati_18-24
75472,Oras Targu Bujor,Barbati_45-64,Femei_18-24
75515,Barcea,Barbati_45-64,Barbati_18-24
75542,Balabanesti,Barbati_45-64,Femei_25-34
75613,Balasesti,Barbati_45-64,Femei_25-34
75668,Baleni,Barbati_45-64,Femei_18-24
75686,Baneasa,Barbati_45-64,Femei_18-24
75711,Branistea,Barbati_45-64,Barbati_18-24
75766,Brahasesti,Barbati_45-64,Femei_18-24
75819,Buciumeni,Barbati_45-64,Femei_18-24
75864,Cavadinesti,Barbati_45-64,Barbati_18-24
75917,Certesti,Barbati_45-64,Femei_18-24
75953,Corod,Barbati_45-64,Femei_18-24
76004,Corni,Barbati_45-64,Femei_18-24
76040,Cosmesti,Barbati_45-64,Femei_18-24
76111,Costache Negri,Barbati_45-64,Femei_18-24
76139,Cuca,Barbati_45-64,Barbati_18-24
76157,Cudalbi,Barbati_45-64,Femei_25-34
76175,Draguseni,Barbati_45-64,Femei_18-24
76255,Fartanesti,Barbati_45-64,Femei_18-24
76282,Foltesti,Barbati_45-64,Femei_18-24
76317,Frumusita,Barbati_45-64,Femei_18-24
76353,Fundeni,Barbati_45-64,Femei_18-24
76406,Ghidigeni,Barbati_45-64,Barbati_18-24
76497,Gohor,Barbati_45-64,Femei_18-24
76558,Grivita,Barbati_45-64,Femei_18-24
76585,Independenta,Barbati_45-64,Femei_18-24
76601,Ivesti,Barbati_45-64,Femei_18-24
76638,Jorasti,Barbati_45-64,Barbati_18-24
76674,Liesti,Barbati_45-64,Femei_18-24
76692,Matca,Barbati_45-64,Barbati_18-24
76718,Mastacani,Barbati_45-64,Femei_18-24
76745,Movileni,Barbati_45-64,Barbati_18-24
76763,Namoloasa,Barbati_45-64,Femei_18-24
76807,Nicoresti,Barbati_45-64,Femei_18-24
76932,Oancea,Barbati_45-64,Barbati_18-24
76969,Pechea,Barbati_45-64,Femei_18-24
76996,Piscu,Barbati_45-64,Barbati_18-24
77028,Priponesti,Barbati_45-64,Barbati_18-24
77082,Rediu,Femei_65_,Barbati_18-24
77126,Scanteiesti,Barbati_45-64,Barbati_18-24
77153,Schela,Barbati_45-64,Femei_18-24
77180,Slobozia Conachi,Barbati_45-64,Femei_18-24
77224,Smardan,Barbati_45-64,Barbati_18-24
77260,Smulti,Barbati_45-64,Barbati_18-24
77288,Suceveni,Barbati_45-64,Femei_18-24
77313,Tudor Vladimirescu,Barbati_45-64,Femei_18-24
77331,Tulucesti,Barbati_45-64,Femei_18-24
77377,Tepu,Barbati_45-64,Femei_18-24
77402,Umbraresti,Barbati_45-64,Barbati_18-24
77475,Valea Marului,Barbati_45-64,Femei_18-24
77509,Varlezi,Barbati_45-64,Femei_18-24
77536,Vladesti,Barbati_45-64,Barbati_18-24
77561,Radesti,Barbati_45-64,Barbati_18-24
77579,Negrilesti,Barbati_45-64,Barbati_18-24
77587,Poiana,Barbati_45-64,Femei_25-34
77595,Cuza Voda,Barbati_45-64,Femei_18-24
77601,Suhurlui,Barbati_45-64,Femei_18-24
77812,Municipiul Targu Jiu,Barbati_45-64,Femei_18-24
77910,Balesti,Barbati_45-64,Femei_18-24
78016,Dragutesti,Barbati_45-64,Femei_25-34
78089,Turcinesti,Barbati_45-64,Femei_18-24
78141,Municipiul Motru,Barbati_45-64,Femei_18-24
78258,Oras Novaci,Barbati_45-64,Femei_18-24
78329,Oras Targu Carbunesti,Barbati_45-64,Femei_18-24
78454,Oras Ticleni,Barbati_45-64,Femei_18-24
78472,Albeni,Barbati_45-64,Femei_18-24
78542,Alimpesti,Barbati_45-64,Femei_18-24
78604,Aninoasa,Barbati_45-64,Femei_18-24
78668,Arcani,Barbati_45-64,Barbati_18-24
78711,Baia De Fier,Barbati_45-64,Femei_18-24
78748,Balanesti,Barbati_45-64,Femei_18-24
78828,Barbatesti,Barbati_45-64,Femei_18-24
78873,Bengesti-Ciocadia,Barbati_45-64,Femei_18-24
78926,Berlesti,Barbati_45-64,Barbati_18-24
79004,Balteni,Barbati_45-64,Barbati_18-24
79077,Bolbosi,Barbati_45-64,Femei_18-24
79157,Borascu,Barbati_45-64,Femei_18-24
79237,Branesti,Barbati_45-64,Femei_18-24
79308,Oras Bumbesti-Jiu,Barbati_45-64,Femei_18-24
79362,Bumbesti-Pitic,Barbati_45-64,Barbati_18-24
79406,Bustuchin,Barbati_45-64,Femei_18-24
79497,Capreni,Barbati_45-64,Barbati_18-24
79585,Catunele,Barbati_45-64,Barbati_18-24
79656,Ciuperceni,Barbati_45-64,Barbati_18-24
79736,Calnic,Barbati_45-64,Femei_18-24
79834,Crasna,Barbati_45-64,Barbati_18-24
79932,Cruset,Barbati_45-64,Femei_18-24
80043,Danciulesti,Barbati_45-64,Barbati_18-24
80123,Danesti,Barbati_45-64,Femei_18-24
80249,Dragotesti,Barbati_45-64,Femei_18-24
80285,Farcasesti,Barbati_45-64,Femei_18-24
80365,Glogova,Barbati_45-64,Femei_18-24
80427,Godinesti,Barbati_45-64,Barbati_18-24
80506,Hurezani,Barbati_45-64,Barbati_18-24
80560,Ionesti,Barbati_45-64,Barbati_18-24
80613,Jupanesti,Barbati_45-64,Femei_18-24
80677,Lelesti,Barbati_45-64,Femei_18-24
80711,Licurici,Barbati_45-64,Femei_18-24
80766,Logresti,Barbati_45-64,Femei_18-24
80846,Matasari,Barbati_45-64,Femei_18-24
80908,Musetesti,Barbati_45-64,Barbati_18-24
80980,Negomir,Barbati_45-64,Femei_18-24
81095,Pades,Barbati_45-64,Barbati_18-24
81184,Pestisani,Barbati_45-64,Femei_18-24
81264,Plopsoru,Barbati_45-64,Femei_18-24
81380,Polovragi,Barbati_45-64,Femei_18-24
81415,Prigoria,Barbati_45-64,Femei_18-24
81497,Rosia De Amaradia,Barbati_45-64,Femei_18-24
81576,Runcu,Barbati_45-64,Femei_18-24
81656,Samarinesti,Barbati_45-64,Femei_25-34
81754,Sacelu,Barbati_45-64,Femei_18-24
81816,Saulesti,Barbati_45-64,Barbati_18-24
81861,Scoarta,Barbati_45-64,Barbati_18-24
81987,Schela,Barbati_45-64,Barbati_18-24
82047,Slivilesti,Barbati_45-64,Femei_18-24
82136,Stanesti,Barbati_45-64,Femei_18-24
82243,Stejari,Barbati_45-64,Barbati_18-24
82314,Stoina,Barbati_45-64,Barbati_18-24
82396,Telesti,Barbati_45-64,Femei_18-24
82430,Oras Tismana,Barbati_45-64,Femei_18-24
82555,Turburea,Barbati_45-64,Femei_18-24
82617,Oras Turceni,Barbati_45-64,Femei_18-24
82680,Tantareni,Barbati_45-64,Femei_18-24
82733,Urdari,Barbati_45-64,Femei_18-24
82779,Vagiulesti,Barbati_45-64,Femei_25-34
82831,Vladimir,Barbati_45-64,Femei_18-24
82895,Oras Rovinari,Barbati_45-64,Barbati_18-24
83133,Municipiul Odorheiu Secuiesc,Femei_45-64,Barbati_18-24
83151,Bradesti,Barbati_45-64,Barbati_18-24
83197,Feliceni,Barbati_45-64,Barbati_18-24
83320,Municipiul Miercurea Ciuc,Femei_45-64,Femei_18-24
83375,Pauleni-Ciuc,Femei_45-64,Barbati_18-24
83428,Oras Baile Tusnad,Femei_45-64,Femei_18-24
83464,Oras Balan,Femei_45-64,Barbati_18-24
83491,Oras Borsec,Barbati_45-64,Femei_18-24
83525,Oras Cristuru Secuiesc,Femei_45-64,Barbati_18-24
83561,Municipiul Gheorgheni,Femei_45-64,Barbati_18-24
83632,Municipiul Toplita,Barbati_45-64,Femei_18-24
83749,Oras Vlahita,Barbati_45-64,Barbati_18-24
83785,Atid,Femei_45-64,Femei_18-24
83847,Avramesti,Barbati_45-64,Femei_18-24
83936,Bilbor,Femei_45-64,Femei_18-24
83963,Capalnita,Barbati_45-64,Barbati_18-24
83981,Ciucsangeorgiu,Femei_45-64,Femei_18-24
84086,Ciumani,Barbati_45-64,Barbati_18-24
84102,Carta,Femei_45-64,Barbati_18-24
84148,Corbu,Barbati_45-64,Barbati_25-34
84175,Corund,Barbati_45-64,Barbati_18-24
84237,Danesti,Femei_45-64,Barbati_18-24
84264,Dealu,Femei_45-64,Barbati_18-24
84344,Ditrau,Femei_45-64,Barbati_18-24
84380,Darjiu,Femei_45-64,Femei_18-24
84415,Frumoasa,Femei_45-64,Femei_18-24
84460,Galautas,Femei_45-64,Barbati_18-24
84558,Joseni,Femei_45-64,Barbati_18-24
84594,Lazarea,Barbati_45-64,Barbati_18-24
84629,Lueta,Barbati_45-64,Barbati_18-24
84656,Lunca De Jos,Femei_45-64,Barbati_18-24
84754,Lunca De Sus,Barbati_45-64,Barbati_18-24
84825,Lupeni,Barbati_45-64,Barbati_18-24
84923,Martinis,Barbati_45-64,Femei_18-24
85056,Meresti,Femei_65_,Barbati_18-24
85074,Mihaileni,Femei_45-64,Femei_18-24
85127,Mugeni,Barbati_45-64,Femei_18-24
85243,Ocland,Barbati_45-64,Femei_18-24
85289,Plaiesii De Jos,Femei_45-64,Barbati_18-24
85341,Praid,Barbati_45-64,Femei_18-24
85412,Remetea,Femei_45-64,Barbati_18-24
85467,Sacel,Barbati_45-64,Femei_18-24
85528,Sarmas,Barbati_45-64,Barbati_25-34
85582,Secuieni,Barbati_45-64,Femei_18-24
85626,Siculeni,Femei_45-64,Femei_18-24
85680,Sancraieni,Femei_45-64,Femei_18-24
85760,Sandominic,Femei_45-64,Barbati_18-24
85788,Sanmartin,Femei_45-64,Barbati_25-34
85840,Sansimion,Femei_45-64,Femei_18-24
85877,Subcetate,Barbati_45-64,Femei_18-24
85920,Suseni,Barbati_45-64,Barbati_18-24
85984,Simonesti,Barbati_45-64,Barbati_18-24
86133,Tulghes,Barbati_45-64,Femei_18-24
86188,Tusnad,Femei_45-64,Femei_18-24
86222,Ulies,Barbati_45-64,Barbati_18-24
86311,Varsag,Barbati_45-64,Barbati_18-24
86339,Voslabeni,Barbati_45-64,Barbati_18-24
86366,Zetea,Barbati_45-64,Barbati_18-24
86438,Madaras,Femei_65_,Barbati_18-24
86446,Cozmeni,Femei_45-64,Femei_18-24
86453,Tomesti,Barbati_45-64,Barbati_18-24
86461,Ciceu,Barbati_45-64,Barbati_18-24
86479,Leliceni,Barbati_45-64,Femei_18-24
86487,Porumbeni,Femei_45-64,Femei_18-24
86495,Racu,Femei_45-64,Barbati_18-24
86501,Satu Mare,Femei_45-64,Femei_18-24
86519,Santimbru,Femei_45-64,Barbati_18-24
86687,Municipiul Deva,Femei_45-64,Barbati_18-24
86749,Carjiti,Barbati_45-64,Barbati_18-24
86810,Municipiul Hunedoara,Barbati_45-64,Femei_18-24
86883,Ghelari,Barbati_45-64,Femei_18-24
86936,Teliucu Inferior,Barbati_45-64,Barbati_18-24
86990,Municipiul Petrosani,Barbati_45-64,Femei_18-24
87059,Municipiul Lupeni,Barbati_45-64,Femei_18-24
87077,Oras Petrila,Barbati_45-64,Femei_18-24
87139,Oras Uricani,Barbati_45-64,Femei_18-24
87175,Municipiul Vulcan,Barbati_45-64,Femei_18-24
87219,Oras Aninoasa,Barbati_45-64,Femei_18-24
87246,Banita,Barbati_45-64,Femei_18-24
87291,Municipiul Brad,Barbati_45-64,Femei_18-24
87362,Criscior,Barbati_45-64,Femei_18-24
87424,Oras Calan,Barbati_45-64,Femei_18-24
87576,Oras Hateg,Femei_45-64,Femei_18-24
87638,Municipiul Orastie,Femei_45-64,Femei_18-24
87665,Oras Simeria,Barbati_45-64,Barbati_18-24
87745,Baia De Cris,Barbati_45-64,Barbati_18-24
87843,Balsa,Barbati_45-64,Femei_18-24
87996,Baru,Barbati_45-64,Barbati_18-24
88047,Bacia,Barbati_45-64,Femei_18-24
88092,Baita,Barbati_45-64,Femei_18-24
88216,Batrana,Barbati_65_,Femei_18-24
88261,Beriu,Barbati_45-64,Barbati_18-24
88350,Blajeni,Barbati_45-64,Barbati_18-24
88449,Bosorod,Barbati_45-64,Femei_18-24
88546,Branisca,Barbati_45-64,Femei_18-24
88644,Bretea Romana,Barbati_45-64,Femei_18-24
88788,Buces,Barbati_45-64,Femei_18-24
88868,Bucuresci,Femei_45-64,Femei_18-24
88920,Bulzestii De Sus,Barbati_45-64,Femei_18-24
89026,Bunila,Barbati_45-64,Barbati_18-24
89080,Burjuc,Barbati_45-64,Barbati_18-24
89151,Cerbal,Barbati_45-64,Femei_18-24
89240,Certeju De Sus,Barbati_45-64,Femei_18-24
89348,Densus,Barbati_45-64,Barbati_25-34
89428,Dobra,Barbati_45-64,Femei_18-24
89561,Oras Geoagiu,Barbati_45-64,Femei_18-24
89687,Gurasada,Barbati_45-64,Femei_18-24
89801,Harau,Barbati_45-64,Femei_18-24
89856,Ilia,Barbati_45-64,Femei_18-24
89954,Lapugiu De Jos,Barbati_45-64,Femei_18-24
90066,Lelese,Barbati_45-64,Femei_18-24
90119,Lunca Cernii De Jos,Barbati_45-64,Femei_18-24
90208,Luncoiu De Jos,Barbati_45-64,Barbati_18-24
90262,Martinesti,Barbati_45-64,Barbati_18-24
90342,Orastioara De Sus,Barbati_45-64,Barbati_18-24
90431,Pestisu Mic,Femei_45-64,Barbati_18-24
90538,Pui,Barbati_45-64,Femei_18-24
90663,Rapoltu Mare,Barbati_45-64,Femei_18-24
90725,Rachitova,Barbati_45-64,Femei_18-24
90805,Ribita,Barbati_45-64,Femei_18-24
90878,Rau De Mori,Barbati_45-64,Barbati_18-24
90994,Romos,Barbati_45-64,Femei_18-24
91054,Sarmizegetusa,Barbati_45-64,Femei_18-24
91116,Salasu De Sus,Barbati_45-64,Barbati_18-24
91232,Santamaria-Orlea,Barbati_45-64,Femei_18-24
91330,Soimus,Barbati_45-64,Barbati_18-24
91447,Tomesti,Barbati_45-64,Femei_18-24
91535,Toplita,Barbati_45-64,Barbati_18-24
91624,Totesti,Femei_45-64,Femei_18-24
91688,Turdas,Barbati_45-64,Femei_18-24
91731,General Berthelot,Femei_45-64,Femei_18-24
91795,Vata De Jos,Barbati_45-64,Femei_18-24
91937,Valisoara,Barbati_45-64,Femei_18-24
91982,Vetel,Barbati_45-64,Femei_18-24
92097,Vorta,Femei_45-64,Femei_18-24
92177,Zam,Barbati_45-64,Femei_18-24
92569,Municipiul Calarasi,Femei_45-64,Femei_18-24
92587,Modelu,Barbati_45-64,Femei_18-24
92658,Municipiul Slobozia,Femei_45-64,Femei_18-24
92701,Municipiul Fetesti,Barbati_45-64,Femei_18-24
92765,Oras Tandarei,Barbati_45-64,Femei_18-24
92783,Albesti,Barbati_45-64,Femei_18-24
92836,Oras Amara,Barbati_45-64,Femei_18-24
92872,Andrasesti,Barbati_45-64,Barbati_18-24
92907,Balaciu,Barbati_45-64,Femei_25-34
92961,Borcea,Barbati_45-64,Femei_18-24
92989,Bordusani,Barbati_45-64,Barbati_18-24
93021,Bucu,Barbati_45-64,Femei_25-34
93067,Oras Cazanesti,Barbati_45-64,Femei_25-34
93085,Ciocanesti,Barbati_45-64,Femei_18-24
93101,Ciochina,Barbati_45-64,Femei_18-24
93156,Ciulnita,Barbati_45-64,Femei_18-24
93209,Cocora,Barbati_45-64,Femei_18-24
93236,Cosambesti,Barbati_45-64,Femei_18-24
93281,Cuza Voda,Barbati_45-64,Femei_18-24
93325,Dichiseni,Barbati_45-64,Femei_18-24
93370,Dor Marunt,Barbati_45-64,Femei_18-24
93441,Dorobantu,Barbati_45-64,Femei_18-24
93487,Dragalina,Barbati_45-64,Femei_18-24
93539,Dragos Voda,Barbati_45-64,Barbati_18-24
93575,Facaeni,Barbati_45-64,Femei_18-24
93600,Gheorghe Doja,Barbati_45-64,Barbati_18-24
93628,Gheorghe Lazar,Barbati_45-64,Femei_18-24
93646,Giurgeni,Barbati_45-64,Femei_18-24
93664,Gradistea,Barbati_45-64,Femei_18-24
93717,Grindu,Barbati_45-64,Femei_18-24
93735,Grivita,Barbati_45-64,Femei_18-24
93771,Independenta,Barbati_45-64,Femei_18-24
93815,Jegalia,Barbati_45-64,Femei_18-24
93851,Lehliu,Barbati_45-64,Femei_18-24
93888,Oras Lehliu Gara,Barbati_45-64,Femei_18-24
93931,Lupsanu,Barbati_45-64,Femei_18-24
93995,Mihail Kogalniceanu,Barbati_45-64,Barbati_18-24
94045,Milosesti,Barbati_45-64,Femei_18-24
94081,Movila,Barbati_45-64,Femei_18-24
94107,Munteni-Buzau,Barbati_45-64,Barbati_18-24
94125,Alexandru Odobescu,Barbati_45-64,Femei_18-24
94161,Perieti,Barbati_45-64,Femei_18-24
94223,Perisoru,Barbati_45-64,Femei_18-24
94269,Reviga,Barbati_45-64,Femei_18-24
94312,Roseti,Barbati_45-64,Femei_18-24
94330,Salcioara,Barbati_45-64,Femei_18-24
94376,Saveni,Barbati_45-64,Barbati_18-24
94429,Scanteia,Barbati_45-64,Femei_18-24
94456,Sfantu Gheorghe,Barbati_45-64,Femei_18-24
94492,Stelnica,Barbati_45-64,Femei_18-24
94535,Suditi,Barbati_45-64,Barbati_18-24
94562,Stefan Cel Mare,Barbati_45-64,Barbati_18-24
94580,Stefan Voda,Barbati_45-64,Femei_18-24
94606,Ulmu,Femei_65_,Femei_18-24
94651,Unirea,Barbati_45-64,Femei_18-24
94688,Valea Ciorii,Barbati_45-64,Barbati_18-24
94731,Valcelele,Barbati_45-64,Femei_18-24
94768,Vlad Tepes,Barbati_45-64,Femei_18-24
